subject,session,date,time,item,acc,rt,response
9016,1,10/05/22,13:46,7,0,17439.5518,NA
9016,1,10/05/22,13:46,8,0,6937.1651,NA
9016,1,10/05/22,13:46,9,0,12379.7431,NA
9016,1,10/05/22,13:46,10,0,24938.1943,NA
9016,1,10/05/22,13:46,11,0,2538.981,NA
9016,1,10/05/22,13:46,12,1,10132.7259,NA
9016,1,10/05/22,13:46,13,0,4570.6369,NA
9016,1,10/05/22,13:46,14,1,17680.9024,NA
9016,1,10/05/22,13:46,15,0,9608.4243,NA
9017,1,10/05/22,13:39,1,1,11884.8081,NA
9017,1,10/05/22,13:39,2,1,11884.8081,NA
9017,1,10/05/22,13:39,3,1,15512.7297,NA
9017,1,10/05/22,13:39,4,0,14565.3415,NA
9017,1,10/05/22,13:39,5,0,13029.1114,NA
9017,1,10/05/22,13:39,6,0,8092.1609,NA
9017,1,10/05/22,13:39,7,1,1615.7016,NA
9017,1,10/05/22,13:39,8,0,3373.1852,NA
9017,1,10/05/22,13:39,9,0,2299.4929,NA
9017,1,10/05/22,13:39,10,0,3589.6533,NA
9017,1,10/05/22,13:39,11,0,1204.9835,NA
9017,1,10/05/22,13:39,12,0,739.2509,NA
9017,1,10/05/22,13:39,13,0,1368.4422,NA
9017,1,10/05/22,13:39,14,0,600.2926,NA
9017,1,10/05/22,13:39,15,0,589.9831,NA
9018,1,10/05/22,16:56,1,1,27902.6737,NA
9018,1,10/05/22,16:56,2,1,27902.6737,NA
9018,1,10/05/22,16:56,3,0,17404.5347,NA
9018,1,10/05/22,16:56,4,1,18746.2911,NA
9018,1,10/05/22,16:56,5,1,14195.5442,NA
9018,1,10/05/22,16:56,6,1,24754.6453,NA
9018,1,10/05/22,16:56,7,0,13614.1973,NA
9018,1,10/05/22,16:56,8,0,13614.1973,NA
9018,1,10/05/22,16:56,9,1,13452.5879,NA
9018,1,10/05/22,16:56,10,1,23657.5252,NA
9018,1,10/05/22,16:56,11,1,16159.5202,NA
9018,1,10/05/22,16:56,12,1,5861.9848,NA
9018,1,10/05/22,16:56,13,0,34951.8775,NA
9018,1,10/05/22,16:56,14,0,0,NA
9019,1,10/05/22,17:02,1,1,6496.2929,NA
9019,1,10/05/22,17:02,2,1,6496.2929,NA
9019,1,10/05/22,17:02,3,1,17659.0271,NA
9019,1,10/05/22,17:02,4,0,11739.6715,NA
9019,1,10/05/22,17:02,5,1,17812.5685,NA
9019,1,10/05/22,17:02,6,1,6468.5207,NA
9019,1,10/05/22,17:02,7,0,6817.5963,NA
9019,1,10/05/22,17:02,8,0,6817.5963,NA
9019,1,10/05/22,17:02,9,0,8665.5289,NA
9019,1,10/05/22,17:02,10,0,8665.5289,NA
9019,1,10/05/22,17:02,11,1,11058.8342,NA
9019,1,10/05/22,17:02,12,1,11058.8342,NA
9019,1,10/05/22,17:02,13,1,13159.01,NA
9019,1,10/05/22,17:02,14,1,24157.6337,NA
9019,1,10/05/22,17:02,15,0,18088.6621,NA
9020,1,10/05/22,17:12,1,1,23659.2146,NA
9020,1,10/05/22,17:12,2,1,21056.4659,NA
9020,1,10/05/22,17:12,3,0,34006.7958,NA
9020,1,10/05/22,17:12,4,1,5592.4642,NA
9020,1,10/05/22,17:12,5,1,56278.2934,NA
9020,1,10/05/22,17:12,6,0,31536.2372,NA
9020,1,10/05/22,17:12,7,0,17622.3693,NA
9020,1,10/05/22,17:12,8,0,7975.9464,NA
9020,1,10/05/22,17:12,9,0,2216.9965,NA
9020,1,10/05/22,17:12,10,0,8123.8583,NA
9020,1,10/05/22,17:12,11,1,8828.4461,NA
9020,1,10/05/22,17:12,12,0,15549.3003,NA
9020,1,10/05/22,17:12,13,0,65360.4691,NA
9020,1,10/05/22,17:12,14,0,0,NA
9021,1,10/06/22,13:52,1,1,9048.2023,NA
9021,1,10/06/22,13:52,2,0,13569.3766,NA
9021,1,10/06/22,13:52,3,0,38579.6677,NA
9021,1,10/06/22,13:52,4,1,30335.1276,NA
9021,1,10/06/22,13:52,5,1,30727.7949,NA
9021,1,10/06/22,13:52,6,1,23081.1263,NA
9021,1,10/06/22,13:52,7,0,56129.2793,NA
9021,1,10/06/22,13:52,8,0,57415.2339,NA
9021,1,10/06/22,13:52,9,0,0,NA
9022,1,10/06/22,13:39,1,1,5625.9707,NA
9022,1,10/06/22,13:39,2,1,5625.9707,NA
9022,1,10/06/22,13:39,3,0,6415.6346,NA
9022,1,10/06/22,13:39,4,0,4042.369,NA
9022,1,10/06/22,13:39,5,1,8996.2843,NA
9022,1,10/06/22,13:39,6,1,6518.173,NA
9022,1,10/06/22,13:39,7,1,3514.1767,NA
9022,1,10/06/22,13:39,8,0,16474.4161,NA
9022,1,10/06/22,13:39,9,0,26274.398,NA
9022,1,10/06/22,13:39,10,0,26274.398,NA
9022,1,10/06/22,13:39,11,1,12454.0998,NA
9022,1,10/06/22,13:39,12,1,10071.2405,NA
9022,1,10/06/22,13:39,13,1,10071.2405,NA
9022,1,10/06/22,13:39,14,1,8349.4349,NA
9022,1,10/06/22,13:39,15,0,3431.8083,NA
9023,1,10/06/22,14:02,1,1,5507.6765,NA
9023,1,10/06/22,14:02,2,0,10386.1102,NA
9023,1,10/06/22,14:02,3,0,24640.878,NA
9023,1,10/06/22,14:02,4,1,11938.9579,NA
9023,1,10/06/22,14:02,5,1,9208.3423,NA
9023,1,10/06/22,14:02,6,0,48895.4365,NA
9023,1,10/06/22,14:02,7,1,18601.5255,NA
9023,1,10/06/22,14:02,8,1,18601.5255,NA
9023,1,10/06/22,14:02,9,1,18859.6559,NA
9023,1,10/06/22,14:02,10,1,18859.6559,NA
9023,1,10/06/22,14:02,11,1,11145.8792,NA
9023,1,10/06/22,14:02,12,0,7397.8666,NA
9023,1,10/06/22,14:02,13,0,46640.6204,NA
9023,1,10/06/22,14:02,14,1,15218.3851,NA
9023,1,10/06/22,14:02,15,0,0,NA
9024,1,10/06/22,16:52,1,1,6217.8497,NA
9024,1,10/06/22,16:52,2,1,17217.4061,NA
9024,1,10/06/22,16:52,3,0,12477.9619,NA
9024,1,10/06/22,16:52,4,1,12440.6702,NA
9024,1,10/06/22,16:52,5,1,17868.4473,NA
9024,1,10/06/22,16:52,6,0,5668.953,NA
9024,1,10/06/22,16:52,7,0,17052.2113,NA
9024,1,10/06/22,16:52,8,0,5581.1543,NA
9024,1,10/06/22,16:52,9,0,2770.1455,NA
9024,1,10/06/22,16:52,10,0,3656.0116,NA
9024,1,10/06/22,16:52,11,0,4463.6137,NA
9024,1,10/06/22,16:52,12,0,4219.498,NA
9024,1,10/06/22,16:52,13,0,3920.984,NA
9024,1,10/06/22,16:52,14,1,6038.7896,NA
9024,1,10/06/22,16:52,15,0,3837.0677,NA
9025,1,10/06/22,16:50,1,1,8498.7397,NA
9025,1,10/06/22,16:50,2,1,8498.7397,NA
9025,1,10/06/22,16:50,3,0,44444.1959,NA
9025,1,10/06/22,16:50,4,1,23945.0876,NA
9025,1,10/06/22,16:50,5,1,11247.8584,NA
9025,1,10/06/22,16:50,6,1,10705.5681,NA
9025,1,10/06/22,16:50,7,1,16677.577,NA
9025,1,10/06/22,16:50,8,1,16819.0252,NA
9025,1,10/06/22,16:50,9,1,35817.5278,NA
9025,1,10/06/22,16:50,10,1,35817.5278,NA
9025,1,10/06/22,16:50,11,1,19628.1304,NA
9025,1,10/06/22,16:50,12,1,9576.388,NA
9025,1,10/06/22,16:50,13,0,54533.0621,NA
9025,1,10/06/22,16:50,14,0,0,NA
9026,1,10/06/22,17:20,1,1,28409.5084,NA
9026,1,10/06/22,17:20,2,0,17696.8351,NA
9026,1,10/06/22,17:20,3,0,19533.3418,NA
9026,1,10/06/22,17:20,4,1,31814.7724,NA
9026,1,10/06/22,17:20,5,1,16172.9934,NA
9026,1,10/06/22,17:20,6,1,16172.9934,NA
9026,1,10/06/22,17:20,7,1,42820.7684,NA
9026,1,10/06/22,17:20,8,1,46192.3331,NA
9026,1,10/06/22,17:20,9,1,29388.1905,NA
9026,1,10/06/22,17:20,10,1,17468.4194,NA
9026,1,10/06/22,17:20,11,1,16105.9131,NA
9026,1,10/06/22,17:20,12,0,0,NA
9027,1,10/07/22,11:13,1,1,25723.6694,NA
9027,1,10/07/22,11:13,2,1,11129.1471,NA
9027,1,10/07/22,11:13,3,0,60475.4663,NA
9027,1,10/07/22,11:13,4,1,31234.3046,NA
9027,1,10/07/22,11:13,5,1,25600.806,NA
9027,1,10/07/22,11:13,6,1,13430.1625,NA
9027,1,10/07/22,11:13,7,1,35207.9262,NA
9027,1,10/07/22,11:13,8,1,83780.091,NA
9027,1,10/07/22,11:13,9,0,0,NA
9028,1,10/07/22,11:07,1,1,11908.2072,NA
9028,1,10/07/22,11:07,2,1,7734.5358,NA
9028,1,10/07/22,11:07,3,0,22016.104,NA
9028,1,10/07/22,11:07,4,0,10239.908,NA
9028,1,10/07/22,11:07,5,1,16398.7163,NA
9028,1,10/07/22,11:07,6,1,16398.7163,NA
9028,1,10/07/22,11:07,7,0,8974.8386,NA
9028,1,10/07/22,11:07,8,0,19410.92,NA
9028,1,10/07/22,11:07,9,1,10487.0942,NA
9028,1,10/07/22,11:07,10,0,11786.8628,NA
9028,1,10/07/22,11:07,11,0,10237.2489,NA
9028,1,10/07/22,11:07,12,1,9548.3989,NA
9028,1,10/07/22,11:07,13,1,8968.6747,NA
9028,1,10/07/22,11:07,14,0,15396.6306,NA
9028,1,10/07/22,11:07,15,1,20231.0814,NA
9029,1,10/07/22,13:49,1,1,11077.4957,NA
9029,1,10/07/22,13:49,2,0,9533.4268,NA
9029,1,10/07/22,13:49,3,0,9533.4268,NA
9029,1,10/07/22,13:49,4,0,14004.0231,NA
9029,1,10/07/22,13:49,5,1,30384.9178,NA
9029,1,10/07/22,13:49,6,0,8483.5927,NA
9029,1,10/07/22,13:49,7,1,12489.7808,NA
9029,1,10/07/22,13:49,8,0,7078.6018,NA
9029,1,10/07/22,13:49,9,1,4940.1003,NA
9029,1,10/07/22,13:49,10,0,29038.4916,NA
9029,1,10/07/22,13:49,11,0,29038.4916,NA
9029,1,10/07/22,13:49,12,0,29038.4916,NA
9029,1,10/07/22,13:49,13,1,7458.9521,NA
9029,1,10/07/22,13:49,14,1,12276.5313,NA
9029,1,10/07/22,13:49,15,0,8295.5066,NA
9030,1,10/07/22,13:46,1,1,7427.9038,NA
9030,1,10/07/22,13:46,2,0,16984.6484,NA
9030,1,10/07/22,13:46,3,0,31105.9225,NA
9030,1,10/07/22,13:46,4,1,9185.3859,NA
9030,1,10/07/22,13:46,5,1,16978.8445,NA
9030,1,10/07/22,13:46,6,1,8065.1447,NA
9030,1,10/07/22,13:46,7,1,11879.2105,NA
9030,1,10/07/22,13:46,8,1,35681.943,NA
9030,1,10/07/22,13:46,9,1,21473.6947,NA
9030,1,10/07/22,13:46,10,0,16677.3611,NA
9030,1,10/07/22,13:46,11,1,25915.0634,NA
9030,1,10/07/22,13:46,12,1,12986.3622,NA
9030,1,10/07/22,13:46,13,1,15196.1741,NA
9030,1,10/07/22,13:46,14,1,13836.3782,NA
9030,1,10/07/22,13:46,15,1,31570.5969,NA
9031,1,10/07/22,13:45,1,1,20003.0711,NA
9031,1,10/07/22,13:45,2,1,8427.3016,NA
9031,1,10/07/22,13:45,3,0,13072.2379,NA
9031,1,10/07/22,13:45,4,1,14077.5284,NA
9031,1,10/07/22,13:45,5,0,32093.145,NA
9031,1,10/07/22,13:45,6,0,8047.9392,NA
9031,1,10/07/22,13:45,7,0,5850.7431,NA
9031,1,10/07/22,13:45,8,0,8570.7606,NA
9031,1,10/07/22,13:45,9,0,13896.4288,NA
9031,1,10/07/22,13:45,10,0,21234.8205,NA
9031,1,10/07/22,13:45,11,1,9559.4596,NA
9031,1,10/07/22,13:45,12,1,11511.2105,NA
9031,1,10/07/22,13:45,13,0,5367.8252,NA
9031,1,10/07/22,13:45,14,1,37813.7016,NA
9031,1,10/07/22,13:45,15,1,22635.1657,NA
9033,1,10/07/22,16:50,1,1,15798.5486,NA
9033,1,10/07/22,16:50,2,0,12030.2358,NA
9033,1,10/07/22,16:50,3,0,10407.4325,NA
9033,1,10/07/22,16:50,4,1,29185.1457,NA
9033,1,10/07/22,16:50,5,1,25925.3025,NA
9033,1,10/07/22,16:50,6,1,19931.75,NA
9033,1,10/07/22,16:50,7,1,16404.9868,NA
9033,1,10/07/22,16:50,8,1,21888.1933,NA
9033,1,10/07/22,16:50,9,1,15581.482,NA
9033,1,10/07/22,16:50,10,0,31200.843,NA
9033,1,10/07/22,16:50,11,0,42493.0558,NA
9033,1,10/07/22,16:50,12,1,13846.3962,NA
9033,1,10/07/22,16:50,13,0,0,NA
9034,1,10/07/22,17:04,1,1,8925.8396,NA
9034,1,10/07/22,17:04,2,1,29324.633,NA
9034,1,10/07/22,17:04,3,0,14434.3537,NA
9034,1,10/07/22,17:04,4,1,10359.0354,NA
9034,1,10/07/22,17:04,5,1,27829.4646,NA
9034,1,10/07/22,17:04,6,0,15886.5286,NA
9034,1,10/07/22,17:04,7,1,27308.2475,NA
9034,1,10/07/22,17:04,8,0,6660.7842,NA
9034,1,10/07/22,17:04,9,0,26202.9596,NA
9034,1,10/07/22,17:04,10,1,11465.1205,NA
9034,1,10/07/22,17:04,11,1,6220.9851,NA
9034,1,10/07/22,17:04,12,0,4156.0884,NA
9034,1,10/07/22,17:04,13,0,6004.3449,NA
9034,1,10/07/22,17:04,14,1,14733.6847,NA
9034,1,10/07/22,17:04,15,1,24237.7151,NA
9035,1,10/31/22,14:06,1,0,5476.05,B
9035,1,10/31/22,14:06,2,0,21358.0905,E
9035,1,10/31/22,14:06,3,0,14385.2,C
9035,1,10/31/22,14:06,4,1,16591.2141,C
9035,1,10/31/22,14:06,5,1,17300.4132,B
9035,1,10/31/22,14:06,6,0,19659.7177,B
9035,1,10/31/22,14:06,7,1,12703.6173,B
9035,1,10/31/22,14:06,8,0,12513.8899,E
9035,1,10/31/22,14:06,9,0,8585.0612,A
9035,1,10/31/22,14:06,10,1,12372.5361,D
9035,1,10/31/22,14:06,11,0,12711.0621,E
9035,1,10/31/22,14:06,12,1,18313.7163,D
9035,1,10/31/22,14:06,13,1,7327.5246,A
9035,1,10/31/22,14:06,14,0,15847.3805,D
9035,1,10/31/22,14:06,15,0,12888.6084,A
9036,1,10/31/22,13:58,1,1,12052.6538,A
9036,1,10/31/22,13:58,2,1,12095.7785,D
9036,1,10/31/22,13:58,3,0,11447.4175,A
9036,1,10/31/22,13:58,4,0,20404.7122,E
9036,1,10/31/22,13:58,5,0,20107.7834,E
9036,1,10/31/22,13:58,6,0,20107.7834,E
9036,1,10/31/22,13:58,7,0,13359.5228,E
9036,1,10/31/22,13:58,8,1,22667.4789,D
9036,1,10/31/22,13:58,9,1,4930.1262,E
9036,1,10/31/22,13:58,10,1,4930.1262,E
9036,1,10/31/22,13:58,11,0,23413.9324,E
9036,1,10/31/22,13:58,12,0,9199.9186,E
9036,1,10/31/22,13:58,13,1,5494.9707,A
9036,1,10/31/22,13:58,14,0,11768.7492,A
9036,1,10/31/22,13:58,15,0,6388.6385,E
9037,1,10/31/22,13:41,1,1,9448.5597,A
9037,1,10/31/22,13:41,2,1,9448.5597,A
9037,1,10/31/22,13:41,3,0,37986.952,B
9037,1,10/31/22,13:41,4,0,22250.6783,A
9037,1,10/31/22,13:41,5,1,24492.8834,B
9037,1,10/31/22,13:41,6,1,12498.2554,C
9037,1,10/31/22,13:41,7,1,19760.9861,B
9037,1,10/31/22,13:41,8,1,50468.4601,D
9037,1,10/31/22,13:41,9,1,24798.3216,E
9037,1,10/31/22,13:41,10,1,24798.3216,E
9037,1,10/31/22,13:41,11,1,42220.3489,A
9037,1,10/31/22,13:41,12,0,6575.8088,E
9037,1,10/31/22,13:41,13,1,13875.3697,A
9037,1,10/31/22,13:41,14,0,0,A
9038,1,10/31/22,16:37,1,0,7112.9745,B
9038,1,10/31/22,16:37,2,0,15693.4838,A
9038,1,10/31/22,16:37,3,1,3410.0239,D
9038,1,10/31/22,16:37,4,0,300.7304,D
9038,1,10/31/22,16:37,5,1,2054.8024,B
9038,1,10/31/22,16:37,6,0,1752.9927,E
9038,1,10/31/22,16:37,7,1,1376.8816,B
9038,1,10/31/22,16:37,8,0,2147.1707,E
9038,1,10/31/22,16:37,9,0,2647.2261,A
9038,1,10/31/22,16:37,10,0,4074.7816,E
9038,1,10/31/22,16:37,11,0,2388.5837,E
9038,1,10/31/22,16:37,12,1,7906.9985,D
9038,1,10/31/22,16:37,13,1,13582.2734,A
9038,1,10/31/22,16:37,14,1,13582.2734,A
9038,1,10/31/22,16:37,15,0,554.922,B
9041,1,11/01/22,11:03,1,0,24479.523,B
9041,1,11/01/22,11:03,2,0,24479.523,B
9041,1,11/01/22,11:03,3,0,13013.6181,C
9041,1,11/01/22,11:03,4,1,22031.8728,C
9041,1,11/01/22,11:03,5,1,11895.0111,B
9041,1,11/01/22,11:03,6,1,13571.3248,C
9041,1,11/01/22,11:03,7,0,26718.7789,C
9041,1,11/01/22,11:03,8,0,7822.0521,B
9041,1,11/01/22,11:03,9,0,11969.1984,A
9041,1,11/01/22,11:03,10,0,13731.9193,E
9041,1,11/01/22,11:03,11,0,5549.3227,B
9041,1,11/01/22,11:03,12,0,5549.3227,B
9041,1,11/01/22,11:03,13,0,44876.6275,E
9041,1,11/01/22,11:03,14,0,12464.2531,E
9041,1,11/01/22,11:03,15,0,10157.4549,E
9042,1,11/01/22,11:13,1,0,30563.9498,E
9042,1,11/01/22,11:13,2,0,30563.9498,E
9042,1,11/01/22,11:13,3,0,18764.9547,A
9042,1,11/01/22,11:13,4,1,56760.7129,C
9042,1,11/01/22,11:13,5,1,26678.0035,B
9042,1,11/01/22,11:13,6,1,16702.0385,C
9042,1,11/01/22,11:13,7,1,16702.0385,C
9042,1,11/01/22,11:13,8,1,24957.0411,D
9042,1,11/01/22,11:13,9,0,10763.9523,A
9042,1,11/01/22,11:13,10,0,26688.7372,A
9042,1,11/01/22,11:13,11,0,5963.637,B
9042,1,11/01/22,11:13,12,0,0,B
9043,1,11/01/22,14:07,1,1,17402.8365,A
9043,1,11/01/22,14:07,2,1,19403.7244,D
9043,1,11/01/22,14:07,3,0,17684.1987,A
9043,1,11/01/22,14:07,4,1,34852.8992,C
9043,1,11/01/22,14:07,5,1,19499.4831,B
9043,1,11/01/22,14:07,6,1,10797.2278,C
9043,1,11/01/22,14:07,7,0,32607.0533,A
9043,1,11/01/22,14:07,8,1,52348.9278,D
9043,1,11/01/22,14:07,9,0,15277.4359,B
9043,1,11/01/22,14:07,10,0,34109.6236,E
9043,1,11/01/22,14:07,11,1,34770.8297,A
9043,1,11/01/22,14:07,12,0,0,A
9044,1,11/01/22,13:56,1,0,3010.1786,B
9044,1,11/01/22,13:56,2,0,5130.2479,A
9044,1,11/01/22,13:56,3,0,633.6612,A
9044,1,11/01/22,13:56,4,0,259.6957,B
9044,1,11/01/22,13:56,5,0,161.0844,C
