subject,session,date,time,list,phase,serial_position,cue,target,response,rt
0,1,01/29/24,10:33,2,encoding,10,salt,corp,,NA
0,1,01/29/24,10:33,2,recall,1,call,coat,cope,3560.0222
0,1,01/29/24,10:33,2,recall,2,salt,corp,lion,3093.181
0,1,01/29/24,10:33,2,recall,3,hawk,bell,eyes,2120.5195
0,1,01/29/24,10:33,2,recall,4,bulb,calm,,2061.7237
0,1,01/29/24,10:33,2,recall,5,fire,race,,2057.8373
0,1,01/29/24,10:33,2,recall,6,loss,port,,1224.4371
0,1,01/29/24,10:33,2,recall,7,pulp,lion,,772.3174
0,1,01/29/24,10:33,2,recall,8,ping,spec,,515.3196
0,1,01/29/24,10:33,2,recall,9,ring,slap,,422.9114
0,1,01/29/24,10:33,2,recall,10,hail,game,,422.0308
0,1,01/29/24,10:33,3,encoding,1,hull,bash,,NA
0,1,01/29/24,10:33,3,encoding,2,card,swim,,NA
0,1,01/29/24,10:33,3,encoding,3,city,cube,,NA
0,1,01/29/24,10:33,3,encoding,4,bird,shot,,NA
0,1,01/29/24,10:33,3,encoding,5,zoom,flaw,,NA
0,1,01/29/24,10:33,3,encoding,6,head,unit,,NA
0,1,01/29/24,10:33,3,encoding,7,rush,test,,NA
0,1,01/29/24,10:33,3,encoding,8,glue,keep,,NA
0,1,01/29/24,10:33,3,encoding,9,nose,ammo,,NA
0,1,01/29/24,10:33,3,encoding,10,monk,jazz,,NA
0,1,01/29/24,10:33,3,recall,1,nose,ammo,ring,2400.0912
0,1,01/29/24,10:33,3,recall,2,hull,bash,boat,2078.7096
0,1,01/29/24,10:33,3,recall,3,rush,test,past,2847.9183
0,1,01/29/24,10:33,3,recall,4,head,unit,toes,2846.7106
0,1,01/29/24,10:33,3,recall,5,bird,shot,shot,1471.0566
0,1,01/29/24,10:33,3,recall,6,glue,keep,ammo,2246.1621
0,1,01/29/24,10:33,3,recall,7,city,cube,cube,2103.9645
0,1,01/29/24,10:33,3,recall,8,monk,jazz,jazz,5528.629
0,1,01/29/24,10:33,3,recall,9,card,swim,swim,2262.715
0,1,01/29/24,10:33,3,recall,10,zoom,flaw,dogs,2745.8698
0,1,01/29/24,10:33,4,encoding,1,desk,body,,NA
0,1,01/29/24,10:33,4,encoding,2,gain,hive,,NA
0,1,01/29/24,10:33,4,encoding,3,care,lynx,,NA
0,1,01/29/24,10:33,4,encoding,4,milk,tech,,NA
0,1,01/29/24,10:33,4,encoding,5,seal,mint,,NA
0,1,01/29/24,10:33,4,encoding,6,disc,past,,NA
0,1,01/29/24,10:33,4,encoding,7,spot,luck,,NA
0,1,01/29/24,10:33,4,encoding,8,push,fare,,NA
0,1,01/29/24,10:33,4,encoding,9,soup,dell,,NA
0,1,01/29/24,10:33,4,encoding,10,prey,time,,NA
0,1,01/29/24,10:33,4,recall,1,push,fare,pull,4599.824
0,1,01/29/24,10:33,4,recall,2,desk,body,body,2862.84
0,1,01/29/24,10:33,4,recall,3,disc,past,ball,2245.6247
0,1,01/29/24,10:33,4,recall,4,gain,hive,muscle,3550.8652
0,1,01/29/24,10:33,4,recall,5,prey,time,bird,2739.0251
0,1,01/29/24,10:33,4,recall,6,spot,luck,clean,1901.8235
0,1,01/29/24,10:33,4,recall,7,seal,mint,,NA
0,1,01/29/24,10:33,4,recall,8,care,lynx,book,14890.9293
0,1,01/29/24,10:33,4,recall,9,milk,tech,goat,1776.9723
0,1,01/29/24,10:33,4,recall,10,soup,dell,sandwich,3895.5871
0,1,01/29/24,10:33,5,encoding,1,bear,loop,,NA
0,1,01/29/24,10:33,5,encoding,2,knee,golf,,NA
0,1,01/29/24,10:33,5,encoding,3,tube,fork,,NA
0,1,01/29/24,10:33,5,encoding,4,text,goal,,NA
0,1,01/29/24,10:33,5,encoding,5,vote,pain,,NA
0,1,01/29/24,10:33,5,encoding,6,lamb,club,,NA
0,1,01/29/24,10:33,5,encoding,7,stat,bait,,NA
0,1,01/29/24,10:33,5,encoding,8,pole,drug,,NA
0,1,01/29/24,10:33,5,encoding,9,urge,gulf,,NA
0,1,01/29/24,10:33,5,encoding,10,cave,lust,,NA
0,1,01/29/24,10:33,5,recall,1,lamb,club,club,2688.1342
0,1,01/29/24,10:33,5,recall,2,bear,loop,goat,2472.1572
0,1,01/29/24,10:33,5,recall,3,urge,gulf,poop,3173.927
0,1,01/29/24,10:33,5,recall,4,tube,fork,fork,2935.0842
0,1,01/29/24,10:33,5,recall,5,text,goal,goal,1919.3725
0,1,01/29/24,10:33,5,recall,6,cave,lust,lust,1782.6138
0,1,01/29/24,10:33,5,recall,7,knee,golf,cap,3977.2056
0,1,01/29/24,10:33,5,recall,8,vote,pain,pain,1951.6171
0,1,01/29/24,10:33,5,recall,9,stat,bait,sign,2117.1611
0,1,01/29/24,10:33,5,recall,10,pole,drug,drug,3044.5644
0,1,01/29/24,10:33,6,encoding,1,void,bean,,NA
0,1,01/29/24,10:33,6,encoding,2,term,ride,,NA
0,1,01/29/24,10:33,6,encoding,3,coal,junk,,NA
0,1,01/29/24,10:33,6,encoding,4,talk,dale,,NA
0,1,01/29/24,10:33,6,encoding,5,base,lisp,,NA
0,1,01/29/24,10:33,6,encoding,6,boat,axis,,NA
0,1,01/29/24,10:33,6,encoding,7,spin,nail,,NA
0,1,01/29/24,10:33,6,encoding,8,bend,flag,,NA
0,1,01/29/24,10:33,6,encoding,9,glen,boot,,NA
0,1,01/29/24,10:33,6,encoding,10,doll,wine,,NA
0,1,01/29/24,10:33,6,recall,1,boat,axis,bull,5163.0801
0,1,01/29/24,10:33,6,recall,2,talk,dale,stop,2631.2425
0,1,01/29/24,10:33,6,recall,3,bend,flag,over,1777.944
0,1,01/29/24,10:33,6,recall,4,base,lisp,jump,2223.3259
0,1,01/29/24,10:33,6,recall,5,doll,wine,wine,1713.2011
0,1,01/29/24,10:33,6,recall,6,coal,junk,rock,2741.5325
0,1,01/29/24,10:33,6,recall,7,spin,nail,round,2468.9812
0,1,01/29/24,10:33,6,recall,8,term,ride,year,1887.6736
0,1,01/29/24,10:33,6,recall,9,void,bean,bean,2494.3372
0,1,01/29/24,10:33,6,recall,10,glen,boot,cannon,2179.541
0,1,01/29/24,10:33,7,encoding,1,bull,host,,NA
0,1,01/29/24,10:33,7,encoding,2,skip,gore,,NA
0,1,01/29/24,10:33,7,encoding,3,dose,fair,,NA
0,1,01/29/24,10:33,7,encoding,4,coil,farm,,NA
0,1,01/29/24,10:33,7,encoding,5,yell,post,,NA
0,1,01/29/24,10:33,7,encoding,6,surf,hill,,NA
0,1,01/29/24,10:33,7,encoding,7,wage,tape,,NA
0,1,01/29/24,10:33,7,encoding,8,spit,poll,,NA
0,1,01/29/24,10:33,7,encoding,9,snow,rear,,NA
0,1,01/29/24,10:33,7,encoding,10,soda,fort,,NA
0,1,01/29/24,10:33,7,recall,1,snow,rear,,NA
0,1,01/29/24,10:33,7,recall,2,soda,fort,,NA
0,1,01/29/24,10:33,7,recall,3,coil,farm,,NA
0,1,01/29/24,10:33,7,recall,4,bull,host,,2064.8376
0,1,01/29/24,10:33,7,recall,5,spit,poll,,338.3178
0,1,01/29/24,10:33,7,recall,6,yell,post,,276.5619
0,1,01/29/24,10:33,7,recall,7,wage,tape,,282.184
0,1,01/29/24,10:33,7,recall,8,surf,hill,,256.6783
0,1,01/29/24,10:33,7,recall,9,skip,gore,,325.6648
0,1,01/29/24,10:33,7,recall,10,dose,fair,,286.0357
0,1,01/29/24,10:33,8,encoding,1,dash,shop,,NA
0,1,01/29/24,10:33,8,encoding,2,demo,worm,,NA
0,1,01/29/24,10:33,8,encoding,3,cafe,base,,NA
0,1,01/29/24,10:33,8,encoding,4,trek,teen,,NA
0,1,01/29/24,10:33,8,encoding,5,boom,cart,,NA
0,1,01/29/24,10:33,8,encoding,6,rise,name,,NA
0,1,01/29/24,10:33,8,encoding,7,load,tire,,NA
0,1,01/29/24,10:33,8,encoding,8,wand,fact,,NA
0,1,01/29/24,10:33,8,encoding,9,silk,wall,,NA
0,1,01/29/24,10:33,8,encoding,10,reef,word,,NA
0,1,01/29/24,10:33,8,recall,1,silk,wall,,NA
0,1,01/29/24,10:33,8,recall,2,boom,cart,,NA
0,1,01/29/24,10:33,8,recall,3,reef,word,,NA
0,1,01/29/24,10:33,8,recall,4,load,tire,,4852.9304
0,1,01/29/24,10:33,8,recall,5,dash,shop,,599.6187
0,1,01/29/24,10:33,8,recall,6,cafe,base,,533.5004
0,1,01/29/24,10:33,8,recall,7,rise,name,,524.0071
0,1,01/29/24,10:33,8,recall,8,demo,worm,,507.6412
0,1,01/29/24,10:33,8,recall,9,trek,teen,teen,2959.1704
0,1,01/29/24,10:33,8,recall,10,wand,fact,,670.6201
0,1,01/29/24,10:33,9,encoding,1,soul,mood,,NA
0,1,01/29/24,10:33,9,encoding,2,toil,wood,,NA
0,1,01/29/24,10:33,9,encoding,3,half,pick,,NA
0,1,01/29/24,10:33,9,encoding,4,brew,gang,,NA
0,1,01/29/24,10:33,9,encoding,5,army,path,,NA
0,1,01/29/24,10:33,9,encoding,6,herb,yarn,,NA
0,1,01/29/24,10:33,9,encoding,7,exam,moss,,NA
0,1,01/29/24,10:33,9,encoding,8,sake,film,,NA
0,1,01/29/24,10:33,9,encoding,9,jury,fill,,NA
0,1,01/29/24,10:33,9,encoding,10,hemp,soap,,NA
0,1,01/29/24,10:33,9,recall,1,exam,moss,pass,3282.5632
0,1,01/29/24,10:33,9,recall,2,hemp,soap,soap,1953.9256
0,1,01/29/24,10:33,9,recall,3,soul,mood,lost,2277.0601
0,1,01/29/24,10:33,9,recall,4,jury,fill,out,2303.4455
0,1,01/29/24,10:33,9,recall,5,sake,film,lost,2167.2547
0,1,01/29/24,10:33,9,recall,6,toil,wood,over,2100.9194
0,1,01/29/24,10:33,9,recall,7,half,pick,way,1407.7995
0,1,01/29/24,10:33,9,recall,8,herb,yarn,garden,1810.5056
0,1,01/29/24,10:33,9,recall,9,army,path,path,1946.1823
0,1,01/29/24,10:33,9,recall,10,brew,gang,toil,4711.5598
0,1,01/29/24,10:33,10,encoding,1,grin,beam,,NA
0,1,01/29/24,10:33,10,encoding,2,mute,clip,,NA
0,1,01/29/24,10:33,10,encoding,3,visa,foot,,NA
0,1,01/29/24,10:33,10,encoding,4,earl,slam,,NA
0,1,01/29/24,10:33,10,encoding,5,dive,foil,,NA
0,1,01/29/24,10:33,10,encoding,6,wrap,show,,NA
0,1,01/29/24,10:33,10,encoding,7,whip,zone,,NA
0,1,01/29/24,10:33,10,encoding,8,jail,save,,NA
0,1,01/29/24,10:33,10,encoding,9,tail,rice,,NA
0,1,01/29/24,10:33,10,encoding,10,tour,lane,,NA
0,1,01/29/24,10:33,10,recall,1,dive,foil,,NA
0,1,01/29/24,10:33,10,recall,2,whip,zone,rack,5087.2857
0,1,01/29/24,10:33,10,recall,3,grin,beam,wide,2521.2935
0,1,01/29/24,10:33,10,recall,4,tour,lane,defrance,9150.617
0,1,01/29/24,10:33,10,recall,5,tail,rice,lash,7127.8402
0,1,01/29/24,10:33,10,recall,6,visa,foot,print,2403.8139
0,1,01/29/24,10:33,10,recall,7,mute,clip,remoe,2750.0197
0,1,01/29/24,10:33,10,recall,8,wrap,show,gift,3108.0792
0,1,01/29/24,10:33,10,recall,9,jail,save,break,1985.5308
0,1,01/29/24,10:33,10,recall,10,earl,slam,grey,1831.2515
0,1,05/18/23,09:57,0,encoding,1,atom,gift,,NA
0,1,05/18/23,09:57,0,encoding,2,zone,cage,,NA
0,1,05/18/23,09:57,0,encoding,3,newt,folk,,NA
0,1,05/18/23,09:57,0,recall,1,zone,cage,cage,3669.1538
0,1,05/18/23,09:57,0,recall,2,newt,folk,folk,3995.5918
0,1,05/18/23,09:57,0,recall,3,atom,gift,gift,2338.5168
0,1,05/18/23,09:57,1,encoding,1,gulf,lion,,NA
0,1,05/18/23,09:57,1,encoding,2,role,chow,,NA
0,1,05/18/23,09:57,1,encoding,3,idea,mode,,NA
0,1,05/18/23,09:57,1,encoding,4,shed,peak,,NA
0,1,05/18/23,09:57,1,encoding,5,tear,wing,,NA
0,1,05/18/23,09:57,1,encoding,6,year,walk,,NA
0,1,05/18/23,09:57,1,encoding,7,neon,node,,NA
0,1,05/18/23,09:57,1,encoding,8,burn,lift,,NA
0,1,05/18/23,09:57,1,encoding,9,math,norm,,NA
0,1,05/18/23,09:57,1,encoding,10,lead,open,,NA
0,1,05/18/23,09:57,1,recall,1,idea,mode,mode,2753.4708
0,1,05/18/23,09:57,1,recall,2,burn,lift,lift,2088.7757
0,1,05/18/23,09:57,1,recall,3,math,norm,norm,1938.0401
0,1,05/18/23,09:57,1,recall,4,shed,peak,peak,1977.781
0,1,05/18/23,09:57,1,recall,5,year,walk,walk,1587.484
0,1,05/18/23,09:57,1,recall,6,gulf,lion,lion,1987.7221
0,1,05/18/23,09:57,1,recall,7,lead,open,,NA
0,1,05/18/23,09:57,1,recall,8,tear,wing,wing,3214.7536
0,1,05/18/23,09:57,1,recall,9,neon,node,node,1578.0248
0,1,05/18/23,09:57,1,recall,10,role,chow,chow,3050.8471
0,1,05/18/23,09:57,2,encoding,1,bulb,calm,,NA
0,1,05/18/23,09:57,2,encoding,2,pulp,lion,,NA
0,1,05/18/23,09:57,2,encoding,3,call,coat,,NA
0,1,05/18/23,09:57,2,encoding,4,fire,race,,NA
0,1,05/18/23,09:57,2,encoding,5,hail,game,,NA
0,1,05/18/23,09:57,2,encoding,6,loss,port,,NA
0,1,05/18/23,09:57,2,encoding,7,hawk,bell,,NA
0,1,05/18/23,09:57,2,encoding,8,ping,spec,,NA
0,1,05/18/23,09:57,2,encoding,9,ring,slap,,NA
0,1,05/18/23,09:57,2,encoding,10,salt,corp,,NA
0,1,05/18/23,09:57,2,recall,1,bulb,calm,calm,2131.1036
0,1,05/18/23,09:57,2,recall,2,loss,port,,NA
0,1,05/18/23,09:57,2,recall,3,fire,race,race,3686.1695
0,1,05/18/23,09:57,2,recall,4,ping,spec,spec,2580.1671
0,1,05/18/23,09:57,2,recall,5,salt,corp,corp,3738.4422
0,1,05/18/23,09:57,2,recall,6,pulp,lion,lion,1962.6273
0,1,05/18/23,09:57,2,recall,7,hail,game,game,2316.7582
0,1,05/18/23,09:57,2,recall,8,hawk,bell,bell,2019.0228
0,1,05/18/23,09:57,2,recall,9,ring,slap,slap,2657.9861
0,1,05/18/23,09:57,2,recall,10,call,coat,coat,2195.7327
0,1,05/18/23,09:57,3,encoding,1,hull,bash,,NA
0,1,05/18/23,09:57,3,encoding,2,card,swim,,NA
0,1,05/18/23,09:57,3,encoding,3,city,cube,,NA
0,1,05/18/23,09:57,3,encoding,4,bird,shot,,NA
0,1,05/18/23,09:57,3,encoding,5,zoom,flaw,,NA
0,1,05/18/23,09:57,3,encoding,6,head,unit,,NA
0,1,05/18/23,09:57,3,encoding,7,rush,test,,NA
0,1,05/18/23,09:57,3,encoding,8,glue,keep,,NA
0,1,05/18/23,09:57,3,encoding,9,nose,ammo,,NA
0,1,05/18/23,09:57,3,encoding,10,monk,jazz,,NA
0,1,05/18/23,09:57,3,recall,1,city,cube,cube,2676.4995
0,1,05/18/23,09:57,3,recall,2,head,unit,,NA
0,1,05/18/23,09:57,3,recall,3,glue,keep,keep,2883.2018
0,1,05/18/23,09:57,3,recall,4,hull,bash,bash,2156.5534
0,1,05/18/23,09:57,3,recall,5,zoom,flaw,flaw,5540.5446
0,1,05/18/23,09:57,3,recall,6,bird,shot,shot,2418.872
0,1,05/18/23,09:57,3,recall,7,rush,test,test,5105.6418
0,1,05/18/23,09:57,3,recall,8,monk,jazz,jazz,2860.4416
0,1,05/18/23,09:57,3,recall,9,card,swim,swim,4042.3871
0,1,05/18/23,09:57,3,recall,10,nose,ammo,ammo,2244.0503
0,1,05/18/23,09:57,4,encoding,1,desk,body,,NA
0,1,05/18/23,09:57,4,encoding,2,gain,hive,,NA
0,1,05/18/23,09:57,4,encoding,3,care,lynx,,NA
0,1,05/18/23,09:57,4,encoding,4,milk,tech,,NA
0,1,05/18/23,09:57,4,encoding,5,seal,mint,,NA
0,1,05/18/23,09:57,4,encoding,6,disc,past,,NA
0,1,05/18/23,09:57,4,encoding,7,spot,luck,,NA
0,1,05/18/23,09:57,4,encoding,8,push,fare,,NA
0,1,05/18/23,09:57,4,encoding,9,soup,dell,,NA
0,1,05/18/23,09:57,4,encoding,10,prey,time,,NA
0,1,05/18/23,09:57,4,recall,1,disc,past,past,3347.0049
0,1,05/18/23,09:57,4,recall,2,seal,mint,mint,1924.649
0,1,05/18/23,09:57,4,recall,3,milk,tech,tech,1898.3406
0,1,05/18/23,09:57,4,recall,4,push,fare,,NA
0,1,05/18/23,09:57,4,recall,5,prey,time,time,1849.4354
0,1,05/18/23,09:57,4,recall,6,soup,dell,dell,1842.5279
0,1,05/18/23,09:57,4,recall,7,gain,hive,,NA
0,1,05/18/23,09:57,4,recall,8,desk,body,body,2683.7161
0,1,05/18/23,09:57,4,recall,9,spot,luck,luck,3434.8692
0,1,05/18/23,09:57,4,recall,10,care,lynx,lynx,2412.4536
0,1,05/18/23,09:57,5,encoding,1,bear,loop,,NA
0,1,05/18/23,09:57,5,encoding,2,knee,golf,,NA
0,1,05/18/23,09:57,5,encoding,3,tube,fork,,NA
0,1,05/18/23,09:57,5,encoding,4,text,goal,,NA
0,1,05/18/23,09:57,5,encoding,5,vote,pain,,NA
0,1,05/18/23,09:57,5,encoding,6,lamb,club,,NA
0,1,05/18/23,09:57,5,encoding,7,stat,bait,,NA
0,1,05/18/23,09:57,5,encoding,8,pole,drug,,NA
0,1,05/18/23,09:57,5,encoding,9,urge,gulf,,NA
0,1,05/18/23,09:57,5,encoding,10,cave,lust,,NA
0,1,05/18/23,09:57,5,recall,1,tube,fork,fork,2524.1228
0,1,05/18/23,09:57,5,recall,2,bear,loop,loop,4467.2688
0,1,05/18/23,09:57,5,recall,3,pole,drug,drug,2841.5094
0,1,05/18/23,09:57,5,recall,4,vote,pain,pain,3786.7506
0,1,05/18/23,09:57,5,recall,5,stat,bait,,NA
0,1,05/18/23,09:57,5,recall,6,text,goal,goal,2603.4971
0,1,05/18/23,09:57,5,recall,7,lamb,club,club,1737.5597
0,1,05/18/23,09:57,5,recall,8,urge,gulf,gulf,3035.6841
0,1,05/18/23,09:57,5,recall,9,cave,lust,lust,1976.7058
0,1,05/18/23,09:57,5,recall,10,knee,golf,golf,1988.9684
0,1,05/18/23,09:57,6,encoding,1,void,bean,,NA
0,1,05/18/23,09:57,6,encoding,2,term,ride,,NA
0,1,05/18/23,09:57,6,encoding,3,coal,junk,,NA
0,1,05/18/23,09:57,6,encoding,4,talk,dale,,NA
0,1,05/18/23,09:57,6,encoding,5,base,lisp,,NA
0,1,05/18/23,09:57,6,encoding,6,boat,axis,,NA
0,1,05/18/23,09:57,6,encoding,7,spin,nail,,NA
0,1,05/18/23,09:57,6,encoding,8,bend,flag,,NA
0,1,05/18/23,09:57,6,encoding,9,glen,boot,,NA
0,1,05/18/23,09:57,6,encoding,10,doll,wine,,NA
0,1,05/18/23,09:57,6,recall,1,doll,wine,wine,1858.4142
0,1,05/18/23,09:57,6,recall,2,talk,dale,dale,3834.4429
0,1,05/18/23,09:57,6,recall,3,term,ride,,NA
0,1,05/18/23,09:57,6,recall,4,base,lisp,lisp,2566.3466
0,1,05/18/23,09:57,6,recall,5,bend,flag,flag,2714.5011
0,1,05/18/23,09:57,6,recall,6,spin,nail,nail,2172.1452
0,1,05/18/23,09:57,6,recall,7,glen,boot,boot,2298.6123
0,1,05/18/23,09:57,6,recall,8,coal,junk,junk,2603.9435
0,1,05/18/23,09:57,6,recall,9,void,bean,bean,4275.9553
0,1,05/18/23,09:57,6,recall,10,boat,axis,axis,2188.2867
0,1,05/18/23,09:57,7,encoding,1,bull,host,,NA
0,1,05/18/23,09:57,7,encoding,2,skip,gore,,NA
0,1,05/18/23,09:57,7,encoding,3,dose,fair,,NA
0,1,05/18/23,09:57,7,encoding,4,coil,farm,,NA
0,1,05/18/23,09:57,7,encoding,5,yell,post,,NA
0,1,05/18/23,09:57,7,encoding,6,surf,hill,,NA
0,1,05/18/23,09:57,7,encoding,7,wage,tape,,NA
0,1,05/18/23,09:57,7,encoding,8,spit,poll,,NA
0,1,05/18/23,09:57,7,encoding,9,snow,rear,,NA
0,1,05/18/23,09:57,7,encoding,10,soda,fort,,NA
0,1,05/18/23,09:57,7,recall,1,surf,hill,hill,3589.853
0,1,05/18/23,09:57,7,recall,2,wage,tape,tape,3962.6849
0,1,05/18/23,09:57,7,recall,3,snow,rear,rear,2419.336
0,1,05/18/23,09:57,7,recall,4,dose,fair,fair,2307.6417
0,1,05/18/23,09:57,7,recall,5,skip,gore,gore,2379.1054
0,1,05/18/23,09:57,7,recall,6,spit,poll,,NA
0,1,05/18/23,09:57,7,recall,7,coil,farm,farm,2282.911
0,1,05/18/23,09:57,7,recall,8,yell,post,post,2482.4905
0,1,05/18/23,09:57,7,recall,9,bull,host,host,2404.4345
0,1,05/18/23,09:57,7,recall,10,soda,fort,,NA
0,1,05/18/23,09:57,8,encoding,1,dash,shop,,NA
0,1,05/18/23,09:57,8,encoding,2,demo,worm,,NA
0,1,05/18/23,09:57,8,encoding,3,cafe,base,,NA
0,1,05/18/23,09:57,8,encoding,4,trek,teen,,NA
0,1,05/18/23,09:57,8,encoding,5,boom,cart,,NA
0,1,05/18/23,09:57,8,encoding,6,rise,name,,NA
0,1,05/18/23,09:57,8,encoding,7,load,tire,,NA
0,1,05/18/23,09:57,8,encoding,8,wand,fact,,NA
0,1,05/18/23,09:57,8,encoding,9,silk,wall,,NA
0,1,05/18/23,09:57,8,encoding,10,reef,word,,NA
0,1,05/18/23,09:57,8,recall,1,boom,cart,cart,2931.2631
0,1,05/18/23,09:57,8,recall,2,silk,wall,wall,1740.4383
0,1,05/18/23,09:57,8,recall,3,load,tire,tire,1800.4141
0,1,05/18/23,09:57,8,recall,4,trek,teen,teen,1628.687
0,1,05/18/23,09:57,8,recall,5,reef,word,word,1978.076
0,1,05/18/23,09:57,8,recall,6,dash,shop,store,3067.8184
0,1,05/18/23,09:57,8,recall,7,cafe,base,base,1842.1154
0,1,05/18/23,09:57,8,recall,8,wand,fact,fact,2530.0213
0,1,05/18/23,09:57,8,recall,9,demo,worm,worm,2210.5499
0,1,05/18/23,09:57,8,recall,10,rise,name,,NA
0,1,05/18/23,09:57,9,encoding,1,soul,mood,,NA
0,1,05/18/23,09:57,9,encoding,2,toil,wood,,NA
0,1,05/18/23,09:57,9,encoding,3,half,pick,,NA
0,1,05/18/23,09:57,9,encoding,4,brew,gang,,NA
0,1,05/18/23,09:57,9,encoding,5,army,path,,NA
0,1,05/18/23,09:57,9,encoding,6,herb,yarn,,NA
0,1,05/18/23,09:57,9,encoding,7,exam,moss,,NA
0,1,05/18/23,09:57,9,encoding,8,sake,film,,NA
0,1,05/18/23,09:57,9,encoding,9,jury,fill,,NA
0,1,05/18/23,09:57,9,encoding,10,hemp,soap,,NA
0,1,05/18/23,09:57,9,recall,1,soul,mood,mood,2110.7173
0,1,05/18/23,09:57,9,recall,2,jury,fill,fill,1988.2451
0,1,05/18/23,09:57,9,recall,3,toil,wood,wood,2322.5919
0,1,05/18/23,09:57,9,recall,4,hemp,soap,soap,1772.1821
0,1,05/18/23,09:57,9,recall,5,brew,gang,gang,3440.9517
0,1,05/18/23,09:57,9,recall,6,half,pick,,NA
0,1,05/18/23,09:57,9,recall,7,herb,yarn,yarn,4195.9865
0,1,05/18/23,09:57,9,recall,8,exam,moss,moss,2169.8013
0,1,05/18/23,09:57,9,recall,9,army,path,path,1905.8205
0,1,05/18/23,09:57,9,recall,10,sake,film,film,4444.015
0,1,05/18/23,09:57,10,encoding,1,grin,beam,,NA
0,1,05/18/23,09:57,10,encoding,2,mute,clip,,NA
0,1,05/18/23,09:57,10,encoding,3,visa,foot,,NA
0,1,05/18/23,09:57,10,encoding,4,earl,slam,,NA
0,1,05/18/23,09:57,10,encoding,5,dive,foil,,NA
0,1,05/18/23,09:57,10,encoding,6,wrap,show,,NA
0,1,05/18/23,09:57,10,encoding,7,whip,zone,,NA
0,1,05/18/23,09:57,10,encoding,8,jail,save,,NA
0,1,05/18/23,09:57,10,encoding,9,tail,rice,,NA
0,1,05/18/23,09:57,10,encoding,10,tour,lane,,NA
0,1,05/18/23,09:57,10,recall,1,whip,zone,zone,2139.2922
0,1,05/18/23,09:57,10,recall,2,tail,rice,rice,2313.6374
0,1,05/18/23,09:57,10,recall,3,jail,save,save,2940.7367
0,1,05/18/23,09:57,10,recall,4,earl,slam,,NA
0,1,05/18/23,09:57,10,recall,5,tour,lane,lane,2064.3295
0,1,05/18/23,09:57,10,recall,6,dive,foil,foil,2721.6915
0,1,05/18/23,09:57,10,recall,7,mute,clip,clip,2074.4575
0,1,05/18/23,09:57,10,recall,8,grin,beam,beam,1643.673
0,1,05/18/23,09:57,10,recall,9,wrap,show,show,2075.0283
0,1,05/18/23,09:57,10,recall,10,visa,foot,foot,2577.4901
9001,1,10/10/2022,9:52,0,encoding,1,atom,gift,,NA
9001,1,10/10/2022,9:52,0,encoding,2,zone,cage,,NA
9001,1,10/10/2022,9:52,0,encoding,3,newt,folk,,NA
9001,1,10/10/2022,9:52,0,recall,1,zone,cage,cage,5687.01
9001,1,10/10/2022,9:52,0,recall,2,newt,folk,folt,6091.9273
