subid,installerName,mode,trialnum,correctAnswer,theirAnswer,match,startTime,responseTime,date,time
9001,UTA Session 2,trial,23,D,D,1,3277.141,15.9099999999999,10/10/2022 12:00:00 AM,10:20:21.1254856
9001,UTA Session 2,trial,24,D,E,0,3296.196,6.53900000000021,10/10/2022 12:00:00 AM,10:20:30.8092604
9001,UTA Session 2,trial,25,E,E,1,3305.97,6.51800000000003,10/10/2022 12:00:00 AM,10:20:40.5626403
9001,UTA Session 2,trial,26,D,D,1,3315.403,8.40800000000036,10/10/2022 12:00:00 AM,10:20:51.8841837
9001,UTA Session 2,trial,27,E,A,0,3326.872,10.0750000000003,10/10/2022 12:00:00 AM,10:21:05.0207086
9001,UTA Session 2,trial,28,C,E,0,3340.419,15.931,10/10/2022 12:00:00 AM,10:21:24.4233484
9001,UTA Session 2,trial,29,C,E,0,3359.523,11.6979999999999,10/10/2022 12:00:00 AM,10:21:39.2938733
9001,UTA Session 2,trial,30,D,D,1,3374.167,5.05600000000004,10/10/2022 12:00:00 AM,10:21:47.2953874
9001,UTA Session 2,trial,31,C,E,0,3382.119,7.79999999999973,10/10/2022 12:00:00 AM,10:21:57.9913362
9001,UTA Session 2,trial,32,E,C,0,3392.852,14.4390000000003,10/10/2022 12:00:00 AM,10:22:15.3624193
9001,UTA Session 2,trial,33,A,E,0,3410.507,13.5059999999999,10/10/2022 12:00:00 AM,10:22:32.0847698
9001,UTA Session 2,trial,34,E,E,1,3427.287,3.94300000000021,10/10/2022 12:00:00 AM,10:22:39.3010828
9003,UTA Session 2,practice,1,B,D,0,2035.34,24.1340000000002,10/10/2022 12:00:00 AM,11:06:27.6533215
9003,UTA Session 2,practice,2,B,B,1,2087.756,4.79899999999998,10/10/2022 12:00:00 AM,11:07:00.7324630
9003,UTA Session 2,practice,3,C,C,1,2093.713,3.90599999999995,10/10/2022 12:00:00 AM,11:07:05.7964095
9003,UTA Session 2,practice,4,A,E,0,2098.923,4.92000000000007,10/10/2022 12:00:00 AM,11:07:12.0206252
9003,UTA Session 2,trial,1,B,A,0,2115.055,4.85200000000032,10/10/2022 12:00:00 AM,11:07:28.0859910
9003,UTA Session 2,trial,2,B,E,0,2126.069,6.48000000000002,10/10/2022 12:00:00 AM,11:07:40.7274133
9003,UTA Session 2,trial,3,C,C,1,2135.365,5.15200000000004,10/10/2022 12:00:00 AM,11:07:48.6946751
9003,UTA Session 2,trial,4,A,A,1,2144.283,5.94599999999991,10/10/2022 12:00:00 AM,11:07:58.4072835
9003,UTA Session 2,trial,5,B,E,0,2153.113,7.07799999999997,10/10/2022 12:00:00 AM,11:08:08.3695012
9003,UTA Session 2,trial,6,D,D,1,2165.19,6.96099999999979,10/10/2022 12:00:00 AM,11:08:20.3292515
9003,UTA Session 2,trial,7,B,B,1,2174.902,17.1970000000001,10/10/2022 12:00:00 AM,11:08:40.2777217
9003,UTA Session 2,trial,8,D,E,0,2194.973,9.76400000000012,10/10/2022 12:00:00 AM,11:08:52.9161915
9003,UTA Session 2,trial,9,C,A,0,2207.399,10.1130000000003,10/10/2022 12:00:00 AM,11:09:05.6903710
9003,UTA Session 2,trial,10,C,C,1,2220.619,3.44599999999991,10/10/2022 12:00:00 AM,11:09:12.2431571
9003,UTA Session 2,trial,11,B,D,0,2226.989,5.43399999999974,10/10/2022 12:00:00 AM,11:09:20.6017168
9003,UTA Session 2,trial,12,E,C,0,2236.67,5.9369999999999,10/10/2022 12:00:00 AM,11:09:30.7858660
9003,UTA Session 2,trial,13,B,C,0,2245.589,11.4099999999999,10/10/2022 12:00:00 AM,11:09:45.1780152
9003,UTA Session 2,trial,14,A,E,0,2261.132,8.46500000000015,10/10/2022 12:00:00 AM,11:09:57.7761409
9003,UTA Session 2,trial,15,E,A,0,2272.882,4.19500000000016,10/10/2022 12:00:00 AM,11:10:05.2563383
9003,UTA Session 2,trial,16,B,B,1,2280.1,9.24900000000025,10/10/2022 12:00:00 AM,11:10:17.5286989
9003,UTA Session 2,trial,17,A,E,0,2292.513,5.55000000000018,10/10/2022 12:00:00 AM,11:10:26.2428005
9003,UTA Session 2,trial,18,D,B,0,2300.998,6.52799999999979,10/10/2022 12:00:00 AM,11:10:35.7042806
9003,UTA Session 2,trial,19,E,B,0,2311.084,7.24300000000039,10/10/2022 12:00:00 AM,11:10:46.5059561
9003,UTA Session 2,trial,20,D,E,0,2321.302,7.96599999999989,10/10/2022 12:00:00 AM,11:10:57.4466706
9003,UTA Session 2,trial,21,A,B,0,2332.517,11.7450000000003,10/10/2022 12:00:00 AM,11:11:12.4407982
9003,UTA Session 2,trial,22,A,A,1,2347.991,6.34799999999996,10/10/2022 12:00:00 AM,11:11:22.5189344
9003,UTA Session 2,trial,23,D,D,1,2357.378,7.18899999999985,10/10/2022 12:00:00 AM,11:11:32.7469542
9003,UTA Session 2,trial,24,D,A,0,2367.436,22.6439999999998,10/10/2022 12:00:00 AM,11:11:58.2599716
9003,UTA Session 2,trial,25,E,D,0,2393.283,8.8119999999999,10/10/2022 12:00:00 AM,11:12:10.2761097
9003,UTA Session 2,trial,26,D,A,0,2404.642,8.85500000000002,10/10/2022 12:00:00 AM,11:12:21.6768213
9003,UTA Session 2,trial,27,E,A,0,2416.394,0.501000000000204,10/10/2022 12:00:00 AM,11:12:25.0748924
9003,UTA Session 2,trial,28,C,D,0,2419.746,11.5009999999997,10/10/2022 12:00:00 AM,11:12:39.4269653
9003,UTA Session 2,trial,29,C,A,0,2434.091,4.89000000000033,10/10/2022 12:00:00 AM,11:12:47.1607309
9003,UTA Session 2,trial,30,D,C,0,2441.946,8.91100000000006,10/10/2022 12:00:00 AM,11:12:59.0375575
9003,UTA Session 2,trial,31,C,B,0,2453.675,5.61499999999978,10/10/2022 12:00:00 AM,11:13:07.4694273
9003,UTA Session 2,trial,32,E,A,0,2462.544,6.40300000000025,10/10/2022 12:00:00 AM,11:13:17.1273342
9003,UTA Session 2,trial,33,A,D,0,2471.854,1.0630000000001,10/10/2022 12:00:00 AM,11:13:21.0974627
9003,UTA Session 2,trial,34,E,A,0,2475.465,4.08999999999969,10/10/2022 12:00:00 AM,11:13:27.7354636
9003,UTA Session 2,trial,35,C,D,0,2486.279,3.154,10/10/2022 12:00:00 AM,11:13:37.6135127
9005,UTA Session 2,practice,1,B,A,0,2408.632,38.386,10/10/2022 12:00:00 AM,12:58:05.1517689
9005,UTA Session 2,practice,2,B,B,1,2587.627,23.837,10/10/2022 12:00:00 AM,13:00:49.5962742
9005,UTA Session 2,practice,3,C,C,1,2613.214,9.10400000000027,10/10/2022 12:00:00 AM,13:01:00.4507693
9005,UTA Session 2,practice,4,A,A,1,2624.009,11.4949999999999,10/10/2022 12:00:00 AM,13:01:13.6369505
9005,UTA Session 2,trial,1,B,A,0,2675.614,20.6729999999998,10/10/2022 12:00:00 AM,13:02:14.4221192
9005,UTA Session 2,trial,2,B,E,0,2704.534,11.0740000000001,10/10/2022 12:00:00 AM,13:02:33.7403366
9005,UTA Session 2,trial,3,C,C,1,2726.716,20.163,10/10/2022 12:00:00 AM,13:03:05.0125822
9005,UTA Session 2,trial,4,A,A,1,2751.228,5.47699999999986,10/10/2022 12:00:00 AM,13:03:14.8388045
9005,UTA Session 2,trial,5,B,A,0,2761.059,15.7469999999998,10/10/2022 12:00:00 AM,13:03:34.9392083
9005,UTA Session 2,trial,6,D,C,0,2784.281,6.58699999999999,10/10/2022 12:00:00 AM,13:03:49.0004819
9005,UTA Session 2,trial,7,B,B,1,2799.697,9.44499999999971,10/10/2022 12:00:00 AM,13:04:07.2761172
9005,UTA Session 2,trial,8,D,A,0,2812.799,15.7550000000001,10/10/2022 12:00:00 AM,13:04:26.6867782
9005,UTA Session 2,trial,9,C,C,1,2834.331,24.2179999999998,10/10/2022 12:00:00 AM,13:04:56.6827993
9005,UTA Session 2,trial,10,C,C,1,2863,15.6100000000001,10/10/2022 12:00:00 AM,13:05:16.7438376
9005,UTA Session 2,trial,11,B,D,0,2881.895,7.59099999999989,10/10/2022 12:00:00 AM,13:05:27.6194281
9005,UTA Session 2,trial,12,E,C,0,2896.543,15.8119999999999,10/10/2022 12:00:00 AM,13:05:50.4899710
9005,UTA Session 2,trial,13,B,D,0,2920.418,9.86899999999969,10/10/2022 12:00:00 AM,13:06:08.4208221
9005,UTA Session 2,trial,14,A,A,1,2935.146,11.7629999999999,10/10/2022 12:00:00 AM,13:06:25.0431218
9005,UTA Session 2,trial,15,E,C,0,2950.276,9.48700000000008,10/10/2022 12:00:00 AM,13:06:37.8967305
9005,UTA Session 2,trial,16,B,B,1,2970.11,19.0729999999999,10/10/2022 12:00:00 AM,13:07:07.3171173
9005,UTA Session 2,trial,17,A,A,1,2992.451,17.5700000000002,10/10/2022 12:00:00 AM,13:07:28.1546439
9005,UTA Session 2,trial,18,D,B,0,3013.455,8.95000000000027,10/10/2022 12:00:00 AM,13:07:40.5387751
9005,UTA Session 2,trial,19,E,E,1,3032.901,15.136,10/10/2022 12:00:00 AM,13:08:06.1714170
9005,UTA Session 2,trial,20,D,E,0,3051.411,12.2840000000001,10/10/2022 12:00:00 AM,13:08:21.8293625
9005,UTA Session 2,trial,21,A,A,1,3068.008,10.2560000000003,10/10/2022 12:00:00 AM,13:08:36.3977888
9005,UTA Session 2,trial,22,A,A,1,3081.549,11.6790000000001,10/10/2022 12:00:00 AM,13:08:51.3620120
9005,UTA Session 2,trial,23,D,D,1,3096.584,5.55300000000034,10/10/2022 12:00:00 AM,13:09:00.2716435
9005,UTA Session 2,trial,24,D,D,1,3105.805,7.71199999999999,10/10/2022 12:00:00 AM,13:09:11.6508178
9005,UTA Session 2,trial,25,E,D,0,3116.956,11.9259999999999,10/10/2022 12:00:00 AM,13:09:27.0165256
9004,UTA Session 2,practice,1,B,B,1,1897.538,17.146,10/10/2022 12:00:00 AM,13:53:13.1066552
9004,UTA Session 2,practice,2,B,B,1,1971.163,24.2159999999999,10/10/2022 12:00:00 AM,13:54:33.7992020
9004,UTA Session 2,practice,3,C,E,0,1996.738,7.22499999999991,10/10/2022 12:00:00 AM,13:54:42.3835914
9004,UTA Session 2,practice,4,A,E,0,2008.588,4.55899999999997,10/10/2022 12:00:00 AM,13:54:51.5670939
9004,UTA Session 2,trial,1,B,A,0,2024.457,7.71299999999997,10/10/2022 12:00:00 AM,13:55:10.5919479
9004,UTA Session 2,trial,2,B,A,0,2036.342,4.83499999999981,10/10/2022 12:00:00 AM,13:55:19.5976823
9004,UTA Session 2,trial,3,C,A,0,2047.056,5.91899999999987,10/10/2022 12:00:00 AM,13:55:31.3955813
9004,UTA Session 2,trial,4,A,A,1,2059.78,4.79899999999998,10/10/2022 12:00:00 AM,13:55:42.9993193
9004,UTA Session 2,trial,5,B,C,0,2067.472,11.0359999999996,10/10/2022 12:00:00 AM,13:55:56.9274787
9004,UTA Session 2,trial,6,D,D,1,2081.36,16.973,10/10/2022 12:00:00 AM,13:56:16.7537346
9004,UTA Session 2,trial,7,B,E,0,2101.389,19.1259999999997,10/10/2022 12:00:00 AM,13:56:38.9353094
9004,UTA Session 2,trial,8,D,A,0,2123.487,5.1579999999999,10/10/2022 12:00:00 AM,13:56:47.0645781
9004,UTA Session 2,trial,9,C,C,1,2131.728,9.98700000000008,10/10/2022 12:00:00 AM,13:57:00.1353369
9004,UTA Session 2,trial,10,C,C,1,2144.748,3.58599999999979,10/10/2022 12:00:00 AM,13:57:06.7533107
9004,UTA Session 2,trial,11,B,B,1,2151.253,12.6849999999999,10/10/2022 12:00:00 AM,13:57:22.3579835
9004,UTA Session 2,trial,12,E,C,0,2166.898,7.64300000000003,10/10/2022 12:00:00 AM,13:57:32.9603030
9004,UTA Session 2,trial,13,B,C,0,2183.365,8.63400000000001,10/10/2022 12:00:00 AM,13:57:50.4186893
9004,UTA Session 2,trial,14,A,A,1,2196.465,3.71399999999994,10/10/2022 12:00:00 AM,13:57:58.5984391
9004,UTA Session 2,trial,15,E,A,0,2203.266,7.38299999999981,10/10/2022 12:00:00 AM,13:58:09.0689728
9004,UTA Session 2,trial,16,B,C,0,2214.503,6.65299999999979,10/10/2022 12:00:00 AM,13:58:19.5748110
9004,UTA Session 2,trial,17,A,A,1,2224.562,20.779,10/10/2022 12:00:00 AM,13:58:43.7602400
9004,UTA Session 2,trial,18,D,B,0,2248.747,10.3040000000001,10/10/2022 12:00:00 AM,13:58:57.4701095
9004,UTA Session 2,trial,19,E,D,0,2263.994,26.1059999999998,10/10/2022 12:00:00 AM,13:59:28.5180513
9004,UTA Session 2,trial,20,D,C,0,2292.79,8.05600000000004,10/10/2022 12:00:00 AM,13:59:39.2638214
9004,UTA Session 2,trial,21,A,A,1,2306.711,4.46000000000004,10/10/2022 12:00:00 AM,13:59:49.5900245
9004,UTA Session 2,trial,22,A,A,1,2314.006,4.32300000000032,10/10/2022 12:00:00 AM,13:59:56.7483979
9004,UTA Session 2,trial,23,D,D,1,2321.339,10.498,10/10/2022 12:00:00 AM,14:00:10.2557330
9004,UTA Session 2,trial,24,D,D,1,2335.112,3.20399999999972,10/10/2022 12:00:00 AM,14:00:16.7334942
9004,UTA Session 2,trial,25,E,B,0,2341.075,3.7810000000004,10/10/2022 12:00:00 AM,14:00:23.2750118
9004,UTA Session 2,trial,26,D,B,0,2347.998,3.33399999999983,10/10/2022 12:00:00 AM,14:00:29.7498454
9004,UTA Session 2,trial,27,E,B,0,2354.358,3.2819999999997,10/10/2022 12:00:00 AM,14:00:36.0578565
9004,UTA Session 2,trial,28,C,B,0,2361.102,8.28800000000001,10/10/2022 12:00:00 AM,14:00:47.8074815
9004,UTA Session 2,trial,29,C,C,1,2372.509,2.10199999999986,10/10/2022 12:00:00 AM,14:00:53.0292357
9004,UTA Session 2,trial,30,D,C,0,2377.591,8.45100000000002,10/10/2022 12:00:00 AM,14:01:04.4598560
9004,UTA Session 2,trial,31,C,B,0,2388.851,4.48999999999978,10/10/2022 12:00:00 AM,14:01:11.7592120
9004,UTA Session 2,trial,32,E,C,0,2396.482,2.89899999999989,10/10/2022 12:00:00 AM,14:01:17.7993279
9004,UTA Session 2,trial,33,A,B,0,2402.262,1.85500000000002,10/10/2022 12:00:00 AM,14:01:22.5349982
9004,UTA Session 2,trial,34,E,A,0,2409.089,4.42700000000013,10/10/2022 12:00:00 AM,14:01:31.9333587
9004,UTA Session 2,trial,35,C,C,1,2418.152,9.11799999999994,10/10/2022 12:00:00 AM,14:01:45.6878402
9007,UTA Session 2,practice,1,B,B,1,1970.48,33.163,10/11/2022 12:00:00 AM,10:08:26.9770245
9007,UTA Session 2,practice,2,B,B,1,2066.76,13.9459999999999,10/11/2022 12:00:00 AM,10:09:44.0393408
9007,UTA Session 2,practice,3,C,C,1,2082.212,9.51400000000012,10/11/2022 12:00:00 AM,10:09:55.0598597
9007,UTA Session 2,practice,4,A,C,0,2092.9,12.4560000000001,10/11/2022 12:00:00 AM,10:10:08.6893830
9007,UTA Session 2,trial,1,B,B,1,2123.84,14.7979999999998,10/11/2022 12:00:00 AM,10:10:41.9729918
9007,UTA Session 2,trial,2,B,B,1,2141.709,10.5660000000003,10/11/2022 12:00:00 AM,10:10:55.6095951
9007,UTA Session 2,trial,3,C,B,0,2155.358,11.8039999999996,10/11/2022 12:00:00 AM,10:11:10.4964805
9007,UTA Session 2,trial,4,A,A,1,2172.498,6.50599999999986,10/11/2022 12:00:00 AM,10:11:22.3391208
9007,UTA Session 2,trial,5,B,A,0,2181.955,22.2730000000001,10/11/2022 12:00:00 AM,10:11:47.5632070
9007,UTA Session 2,trial,6,D,C,0,2207.401,20.5920000000001,10/11/2022 12:00:00 AM,10:12:11.3274495
9007,UTA Session 2,trial,7,B,C,0,2230.966,10.8200000000002,10/11/2022 12:00:00 AM,10:12:25.1213028
9007,UTA Session 2,trial,8,D,A,0,2246.209,12.3230000000003,10/11/2022 12:00:00 AM,10:12:41.8677299
9007,UTA Session 2,trial,9,C,C,1,2264.301,27.2269999999999,10/11/2022 12:00:00 AM,10:13:14.8637117
9007,UTA Session 2,trial,10,C,D,0,2301.532,12.0049999999997,10/11/2022 12:00:00 AM,10:13:36.8731369
9007,UTA Session 2,trial,11,B,E,0,2323.383,12.0750000000003,10/11/2022 12:00:00 AM,10:13:58.7941984
9007,UTA Session 2,trial,12,E,B,0,2342.565,9.95299999999997,10/11/2022 12:00:00 AM,10:14:15.8540448
9007,UTA Session 2,trial,13,B,B,1,2361.769,14.2340000000004,10/11/2022 12:00:00 AM,10:14:39.3403422
9007,UTA Session 2,trial,14,A,A,1,2379.856,8.80799999999999,10/11/2022 12:00:00 AM,10:14:52.0003577
9007,UTA Session 2,trial,15,E,A,0,2391.671,17.6950000000002,10/11/2022 12:00:00 AM,10:15:12.7029553
9007,UTA Session 2,trial,16,B,C,0,2413.74,10.0250000000001,10/11/2022 12:00:00 AM,10:15:27.1028997
9007,UTA Session 2,trial,17,A,A,1,2429.133,10.962,10/11/2022 12:00:00 AM,10:15:43.4324029
9007,UTA Session 2,trial,18,D,D,1,2443.841,11.1840000000002,10/11/2022 12:00:00 AM,10:15:58.3634653
9007,UTA Session 2,trial,19,E,C,0,2457.845,9.86000000000013,10/11/2022 12:00:00 AM,10:16:11.0428299
9007,UTA Session 2,trial,20,D,D,1,2473.026,7.08500000000004,10/11/2022 12:00:00 AM,10:16:23.4495999
9007,UTA Session 2,trial,21,A,A,1,2482.821,15.806,10/11/2022 12:00:00 AM,10:16:41.9644919
9007,UTA Session 2,trial,22,A,A,1,2501.835,9.29700000000003,10/11/2022 12:00:00 AM,10:16:54.4704890
9007,UTA Session 2,trial,23,D,D,1,2514.386,11.1669999999999,10/11/2022 12:00:00 AM,10:17:08.8917552
9007,UTA Session 2,trial,24,D,E,0,2528.478,10.3910000000001,10/11/2022 12:00:00 AM,10:17:22.2073269
9007,UTA Session 2,trial,25,E,E,1,2541.821,13.0100000000002,10/11/2022 12:00:00 AM,10:17:38.1699706
9007,UTA Session 2,trial,26,D,D,1,2557.561,9.55499999999984,10/11/2022 12:00:00 AM,10:17:50.4538196
9007,UTA Session 2,trial,27,E,A,0,2569.776,7.01000000000022,10/11/2022 12:00:00 AM,10:18:00.1253299
9006,UTA Session 2,practice,1,B,B,1,2770.021,19.1609999999996,10/11/2022 12:00:00 AM,10:24:24.5127840
9006,UTA Session 2,practice,2,B,C,0,2799.139,14.6990000000001,10/11/2022 12:00:00 AM,10:24:49.1677217
9006,UTA Session 2,practice,3,C,B,0,2823.68,9.75600000000031,10/11/2022 12:00:00 AM,10:25:08.7651558
9006,UTA Session 2,practice,4,A,B,0,2841.766,5.2170000000001,10/11/2022 12:00:00 AM,10:25:22.3122646
9006,UTA Session 2,trial,1,B,B,1,2902.506,19.348,10/11/2022 12:00:00 AM,10:26:37.1841941
9006,UTA Session 2,trial,2,B,E,0,2925.872,10.4100000000003,10/11/2022 12:00:00 AM,10:26:51.6112904
9006,UTA Session 2,trial,3,C,D,0,2943.635,10.127,10/11/2022 12:00:00 AM,10:27:09.0903292
9006,UTA Session 2,trial,4,A,A,1,2960.991,4.04399999999987,10/11/2022 12:00:00 AM,10:27:20.3643972
9006,UTA Session 2,trial,5,B,B,1,2968.044,6.5920000000001,10/11/2022 12:00:00 AM,10:27:29.9646352
9006,UTA Session 2,trial,6,D,A,0,2978.019,8.91700000000037,10/11/2022 12:00:00 AM,10:27:42.2656287
9006,UTA Session 2,trial,7,B,E,0,2991.071,10.1890000000003,10/11/2022 12:00:00 AM,10:27:56.5886156
9006,UTA Session 2,trial,8,D,B,0,3005.232,4.44000000000005,10/11/2022 12:00:00 AM,10:28:05.0006766
9006,UTA Session 2,trial,9,C,A,0,3012.652,4.5659999999998,10/11/2022 12:00:00 AM,10:28:12.5455782
9006,UTA Session 2,trial,10,C,D,0,3020.48,8.07099999999991,10/11/2022 12:00:00 AM,10:28:23.8800672
9006,UTA Session 2,trial,11,B,D,0,3031.688,6.14799999999968,10/11/2022 12:00:00 AM,10:28:33.1637468
9006,UTA Session 2,trial,12,E,B,0,3044.563,5.13699999999972,10/11/2022 12:00:00 AM,10:28:45.0286815
