Subject,RAPM,LetterSets,NumberSeries,OSpan,SymSpan,RotSpan,Antisaccade,FlankerEffect,FlankerBin,StroopEffect,StroopBin,LineThreshold.avg,LineThreshold.avg_last10,LineThreshold.2wrong_first,LineThreshold.2wrong_mean,LineThreshold.last,LineThreshold.last4rev,CircleThreshold.avg,CircleThreshold.avg_last10,CircleThreshold.2wrong_first,CircleThreshold.2wrong_mean,CircleThreshold.last,CircleThreshold.last4rev,LoudThreshold.avg,LoudThreshold.avg_last10,LoudThreshold.2wrong_first,LoudThreshold.2wrong_mean,LoudThreshold.last,LoudThreshold.last4rev,PitchThreshold.avg,PitchThreshold.avg_last10,PitchThreshold.2wrong_first,PitchThreshold.2wrong_mean,PitchThreshold.last,PitchThreshold.last4rev
12147,6,12,8,62,31,12,0.8958333333333334,71.89432703003342,5.648351648351649,303.1747572815534,7.0754716981132075,11.724137931034482,9,15,7,6,11,3.5,3.4,1,2.5,9,4,3.7413793103448274,3,2,2.3333333333333335,5,3.5,17.46551724137931,9.3,24,20,11,11.75
12148,11,12,5,28,9,13,0.8333333333333334,137.72159090909088,7.202127659574468,441.45000000000005,8.907407407407407,16.603448275862068,22.5,1,11,31,22.25,2.586206896551724,1.9,1,1.5,1,3,6.241379310344827,3.3,8,4.6,7,4,18.70689655172414,22.4,11,18.375,24,22.75
12149,,14,4,,20,26,0.9375,82.61170212765956,5.442105263157894,75.85064701653482,5.277777777777778,7.293103448275862,8.5,1,1,26,12.25,2.2758620689655173,1.6,1,1.5,1,2.5,4.0344827586206895,2.8,1,2.5,6,3.25,18.224137931034484,22.6,22,17.5,24,22.5
12150,,19,2,,34,39,0.8333333333333334,137.48839458413931,7.5625,-39.826785714285734,5.222222222222222,9.39655172413793,11,1,3.5,16,13.5,2.413793103448276,2.3,1,1.5,1,2.5,2.9827586206896552,2.2,1,1.5,4,2.75,16.655172413793103,23.2,12,17.166666666666668,23,23.5
12153,4,15,8,38,23,16,0.4375,120.10372340425533,6.197916666666667,,,13.137931034482758,7.5,10,8.25,11,11,3.0172413793103448,2.7,2,2,1,3,11.413793103448276,11.7,13,11,9,12,22.637931034482758,22.7,24,22.25,23,22.25
12154,6,18,8,61,18,21,0.7916666666666666,102.96121453900707,6.583333333333333,124.66666666666663,5.203703703703703,8.931034482758621,9,1,3.5,21,13.5,2.5689655172413794,2.5,1,1.5,2,3,8.568965517241379,5.9,8,7.25,6,5.5,16.051724137931036,15.9,14,14,14,16
12155,5,14,6,20,4,4,0.9583333333333334,63.063829787234,5,54.025268258913115,4.574074074074074,12.086206896551724,9.5,5,4,21,11,2.810344827586207,3.9,1,2.5,2,4,3.396551724137931,3.4,1,2,8,4.75,19.655172413793103,23.2,20,19.5,24,23.25
12160,3,10,7,37,21,17,0.4791666666666667,150.9434782608696,8.833333333333334,311.2924528301886,6.092592592592593,9.137931034482758,12.5,1,6,11,13.5,1.9827586206896552,1.9,1,1,1,2.5,8.068965517241379,5.1,11,7.4,4,5,19.67241379310345,21.5,17,18.6,21,22.25
12161,5,10,5,41,14,10,0.625,87.7992831541219,5.634408602150538,144.63032844164923,5.574074074074074,16.775862068965516,30.5,1,7.666666666666667,11,33.5,1.9655172413793103,1.9,1,1,1,2.5,,,,,,,16.637931034482758,13.7,15,15.6,13,15.5
12162,9,17,8,80,26,18,0.9583333333333334,43.87145390070924,4.989583333333333,4.953179594689118,4.092592592592593,10.051724137931034,8.5,1,6,11,8.5,2.5,2.2,1,1.5,3,2.5,7.879310344827586,7.3,7,7,13,8,19.275862068965516,21.2,11,17.666666666666668,24,21.5
12163,3,8,4,58,15,8,0.5,86.42504537205082,6.726315789473684,192.65457943925242,7.12962962962963,9.741379310344827,11.5,1,3.5,21,13.5,2.189655172413793,2.5,1,1,1,2.5,4.362068965517241,4.9,1,3.2,9,5.25,14.810344827586206,15.5,9,12.4,14,15.5
12166,10,17,6,48,27,35,0.9166666666666666,91.93478260869563,6.03125,133.34468902865137,5.055555555555555,11.155172413793103,7,5,4,1,8.5,2.6551724137931036,3.7,1,1,3,3.25,3.9655172413793105,7.5,1,2.5,6,7.75,18.275862068965516,15.1,19,18.285714285714285,10,16.25
12167,5,15,,14,8,9,0.6041666666666666,252.7979559748428,,,,,,,,,,,5.1,,,1,,5.879310344827586,3.3,2,4.333333333333333,7,3.75,20.93103448275862,21.5,19,20.833333333333332,18,22.75
12168,9,21,8,62,25,30,0.875,48.42686403508765,4.739583333333333,91.875,6.777777777777778,11.258620689655173,13,1,6,11,12.25,2.3793103448275863,1.3,1,2,1,2.5,3.3620689655172415,3.3,1,2,1,3.5,12.775862068965518,11.7,11,10.833333333333334,13,11.5
12171,5,19,6,54,37,24,0.5625,57.47849462365588,5.302083333333333,306.4139844617092,8.185185185185185,12.293103448275861,11,1,7.666666666666667,26,18.5,2.0344827586206895,1.6,1,1,1,2.5,7.551724137931035,8.5,1,5.8,5,8.25,18.224137931034484,20.9,15,18,21,20.75
12172,4,5,3,61,15,9,0.5625,208.8283166109253,8.855555555555556,228.22124370956158,7.185185185185185,10.655172413793103,14.5,1,6,1,12.25,3.293103448275862,2.7,1,1.5,4,2.75,11.275862068965518,11.9,10,10.166666666666666,12,11.75,23.20689655172414,23.5,24,23,23,23.25
12173,3,13,6,82,10,5,0.625,102.91266628108735,5.861702127659575,,,21.53448275862069,,1,19.8,40,,,3.7,1,3.5,,3.75,11.620689655172415,11.8,11,10.8,13,11.5,23.06896551724138,23.5,21,22.5,23,23.25
12174,3,17,3,35,21,15,0.6458333333333334,73.22529550827426,5.241758241758242,167.50179726815247,6.444444444444445,8.706896551724139,7,1,3.5,21,9.75,2.4827586206896552,2,1,1,3,2.5,2.7586206896551726,2.6,1,2.3333333333333335,4,3,16.344827586206897,22.4,11,15.5,20,21.5
12175,2,4,4,17,7,6,0.7083333333333334,,,266.91124871001034,,10.879310344827585,8.5,15,7.333333333333333,16,13.5,2.7586206896551726,1.9,1,1,4,2.5,11.551724137931034,12.6,8,10.8,11,12.5,21,22,19,21,19,22.25
12176,12,24,8,26,17,14,0.7708333333333334,26.01912846632706,4.2631578947368425,101.00544662309358,5.30188679245283,9.10344827586207,4,1,1,16,21,2,1.1,1,1,4,2.5,6.258620689655173,9.5,2,5.5,12,10,,,,,,
12177,6,11,8,28,21,17,0.6666666666666666,101.92850606268587,5.852631578947369,394.43547807332845,7.5,9.586206896551724,8.5,1,3.5,6,11,2.3620689655172415,2.1,1,2,2,2.5,,,,,,,16.362068965517242,19.3,13,14.5,24,20
12178,5,9,1,40,,23,0.6875,140.44791666666663,6.416666666666667,366.14814814814827,7.185185185185185,6.862068965517241,4.5,1,3.5,1,8.5,2.8793103448275863,3.5,1,2,2,3.5,2.396551724137931,1.6,2,1.5,1,2.5,8.879310344827585,4.6,7,7.666666666666667,9,5.5
12179,3,15,4,51,19,21,0.7083333333333334,32.61052631578957,4.242105263157895,223.68247978436648,6.314814814814815,7.379310344827586,4.5,1,1,16,8.5,2.1724137931034484,1.7,1,1,1,3.5,4.724137931034483,3.7,2,2.5,7,4.25,18.74137931034483,20.1,21,19.333333333333332,21,19.5
12180,12,19,8,60,29,13,0.9375,124.75985312117501,7.73404255319149,120.20692937369131,6.2592592592592595,11.862068965517242,11.5,1,6,16,11,2.7413793103448274,4.5,1,1.5,3,3.75,4.862068965517241,4.7,2,3,6,4.75,8.741379310344827,5.1,3,4,6,5.5
12181,16,13,10,60,46,36,0.9583333333333334,95.72916666666669,5.635416666666667,120.24880973373297,5.796296296296297,10.96551724137931,12.5,5,4,11,11,2.3275862068965516,2.4,1,1,2,2.5,2.5172413793103448,2.2,1,1,4,2.5,8.775862068965518,8.9,6,8.333333333333334,13,10.75
12184,5,11,7,23,5,9,0.4375,150.20430107526875,10.267441860465116,162.7982180293501,6.185185185185185,19.93103448275862,16.6,1,8.666666666666666,16,19,2.9827586206896552,2.7,1,1.5,1,3,,,,,,,22.75862068965517,23.4,21,22,24,23.25
12186,13,18,11,49,26,24,0.8958333333333334,121.89887640449433,7.2,77.0161620294599,7.185185185185185,10.879310344827585,9,1,6,16,11,3.0689655172413794,4.1,1,2,5,4,3.6724137931034484,3.3,3,2.5,5,3.25,9.327586206896552,13.7,9,7.75,13,13.5
12187,16,18,14,81,50,37,0.9375,55.90285087719292,4.833333333333333,116.65313390313383,6.12962962962963,6.431034482758621,7,1,1,11,8.5,1.8448275862068966,2.6,1,1,3,3,2.4482758620689653,3.7,1,1.5,3,4,9.741379310344827,12.1,5,8,9,12.5
12194,,15,9,43,5,13,0.7291666666666666,223.5040953090097,9.51086956521739,92.52777777777771,5.444444444444445,11.862068965517242,9,1,7.666666666666667,1,11,2.9655172413793105,1.8,2,2.3333333333333335,2,2.5,5.603448275862069,4.1,2,3.2,3,5,21.20689655172414,22.3,20,21.5,18,23.5
12195,8,7,6,28,23,9,0.9791666666666666,52.81981382978722,4.927083333333333,347.51973001038425,4.925925925925926,13.741379310344827,10.5,,10.666666666666666,1,11,2.913793103448276,2.2,1,1,1,2.5,7.827586206896552,6.9,8,6.833333333333333,5,7.5,8.982758620689655,8.1,10,8.5,9,9
12202,10,18,8,65,25,23,0.9583333333333334,131.37284482758622,7.684210526315789,53.965732087227366,5.37037037037037,13.982758620689655,10.5,5,7.8,1,11,2.5344827586206895,3.6,1,2.5,2,3.25,3.4655172413793105,2.6,1,2.3333333333333335,1,3,6.431034482758621,7.7,5,4.75,9,8.5
12203,11,16,13,45,31,45,1,152.83074472321778,8.022222222222222,52.78503401360547,6.055555555555555,12.948275862068966,15.5,1,6,16,19.75,3.6379310344827585,2,1,2,3,2.5,8.793103448275861,9.5,6,8,8,9.5,18.896551724137932,20.7,11,16.5,20,20.5
12204,12,11,8,13,11,20,0.9583333333333334,62.237709658762356,5.75,152.8475783475783,6.62962962962963,7.724137931034483,4.5,1,1,16,8.5,2,1.7,1,1,1,2.5,4.586206896551724,3.5,1,3,2,3.5,6.396551724137931,8.5,1,4.4,9,8.5
12207,12,20,10,63,26,30,0.9583333333333334,103.03832951945083,6.364583333333333,129.5448148148148,6.796296296296297,10.568965517241379,9.5,6,3.5,6,8.5,2.206896551724138,2.2,1,1,3,2.5,5.724137931034483,7.1,7,4.75,2,6.25,6.982758620689655,8.9,4,5,13,11
12211,15,20,12,63,23,25,0.8541666666666666,70.77894736842109,4.978947368421053,106.7641509433962,5.907407407407407,10.655172413793103,11.5,11,6,16,13.5,2.5689655172413794,2.2,1,1,1,2.5,4.103448275862069,3.9,3,2.5,6,4,12.017241379310345,6.9,13,11,9,8
12216,2,16,4,38,20,18,0.6041666666666666,242.07427536231887,10.310344827586206,121.00562409288818,5.407407407407407,,,,,35,35,5.275862068965517,3.4,,3,3,4.25,9.362068965517242,11.6,9,8.714285714285714,10,11.5,22.948275862068964,23.2,19,21.8,24,23
12218,8,13,6,49,14,17,0.9375,101.19060150375935,8.041666666666666,182.81712962962968,7.481481481481482,9.53448275862069,8.5,6,3.5,11,8.5,2.3620689655172415,1.9,1,1.5,1,2.5,3.4310344827586206,4.7,1,2.3333333333333335,6,5,7.879310344827586,8.5,13,8,9,8.75
12220,15,23,12,69,38,39,0.8958333333333334,37.404255319149,4.65625,74.59956865564345,5.425925925925926,7.724137931034483,13,1,1,1,12.25,1.9482758620689655,1.9,1,1,3,2.5,8.362068965517242,7.3,2,6.833333333333333,5,7.5,9.60344827586207,7.7,11,9,9,7.75
12222,12,15,13,59,29,30,0.9375,47.251108156028295,4.614583333333333,180.01150251617548,5.7407407407407405,9.620689655172415,11.5,1,3.5,1,13.5,2.706896551724138,2.2,1,2.5,2,2.5,3.586206896551724,3.7,3,2.6666666666666665,3,3.25,8.637931034482758,7.3,7,7.2,5,7.5
12223,5,9,7,34,17,13,0.9375,146.9036172161172,7.770833333333333,118.83262531860657,8.351851851851851,9.53448275862069,11.5,1,8.5,11,12.25,2.7758620689655173,3.3,2,1.5,3,3.5,3.2413793103448274,4.3,1,2.5,6,4.75,8.310344827586206,8.5,1,5,3,13.5
12225,7,15,4,32,36,25,0.9166666666666666,205.23680555555552,7.536842105263158,294.18146417445485,8.88888888888889,7.413793103448276,10,1,1,6,11,,,,,,,3.4827586206896552,4.1,1,3.6666666666666665,5,5,12.637931034482758,13.7,9,11.333333333333334,13,13.5
12227,6,10,5,13,13,8,0.8125,78.94736842105272,5.375,105.60920733817932,5.12962962962963,12.03448275862069,13.5,1,3.5,16,16,2.189655172413793,2.1,1,1,2,3,2.9482758620689653,2.6,1,1.5,1,3,18.46551724137931,21.9,18,16.4,20,21
12230,7,14,8,58,15,28,0.6875,111.24060150375931,6.968421052631579,139.56481481481478,5.555555555555555,6.517241379310345,5.5,1,1,1,8.5,2.086206896551724,1.7,1,1,1,2.5,3.4655172413793105,5.8,1,2.6666666666666665,12,7.75,21.56896551724138,20.8,21,21.166666666666668,23,21.5
12232,2,10,,30,,9,0.8333333333333334,185.593635250918,8.305263157894737,94.29415992812221,4.944444444444445,11.913793103448276,11,1,3.5,16,13.5,3.293103448275862,5.5,1,2.5,4,5.25,10.568965517241379,12.3,6,9.714285714285714,10,12.25,11.120689655172415,9.7,9,10.75,5,11.5
12235,14,21,12,47,26,19,0.875,120.02541208791206,7.479166666666667,173.81640058055143,5.851851851851852,10.344827586206897,6.5,6,3.5,6,8.5,2.310344827586207,2.2,1,1,1,2.5,4.258620689655173,4.3,1,2.3333333333333335,2,5.5,6.810344827586207,3,9,4.5,9,4
12236,5,9,2,32,15,23,0.4583333333333333,87.127659574468,5.21875,336.2590476190476,8.37037037037037,8.241379310344827,13,1,1,16,16,2,1.6,1,1,1,2.5,3.9827586206896552,5.5,1,2,4,4.75,20.086206896551722,16.3,19,19.5,14,17.25
12237,6,5,5,44,12,19,0.9166666666666666,44.66412951552502,5.10752688172043,226.213515456506,6.5,6.172413793103448,7,1,1,21,9.75,,,,,,,6.017241379310345,3.7,5,4.75,5,3.75,20.224137931034484,21.5,16,19.2,20,21.5
12238,9,13,3,46,14,14,0.7708333333333334,180.55501253132832,8.164835164835164,100.57056603773594,6.351851851851852,7.379310344827586,9.5,1,3.5,1,11,2.3620689655172415,2.3,1,1.5,4,2.5,3.5172413793103448,2.5,2,2,2,3.5,8.775862068965518,9.3,6,7.25,5,10
12239,5,3,9,67,22,7,0.8125,136.2355915065723,6.880434782608695,55.32393050625819,5,12.379310344827585,15.5,1,6,16,13.5,2.9655172413793105,2.6,1,1.5,1,3,6.896551724137931,4.1,10,6.285714285714286,11,4.5,16.56896551724138,16.9,15,16.25,17,17.5
12240,8,11,6,45,32,24,0.6458333333333334,90.64382151029747,5.7894736842105265,151.13650075414785,6.425925925925926,9.913793103448276,14.5,1,3.5,21,14.75,2.4655172413793105,3.8,1,1,4,4.5,7.586206896551724,10.9,4,5.6,9,10.75,20.103448275862068,20.7,22,19.4,20,21.5
12241,5,14,5,38,26,17,0.8333333333333334,147.92437836452189,8.063157894736841,34.83333333333337,5.203703703703703,11.293103448275861,13.5,1,6,16,16,2.6724137931034484,1.3,1,2.5,3,2.5,4.086206896551724,4.7,13,5.333333333333333,2,5.5,21.24137931034483,21.5,18,20.5,20,21.5
12242,1,11,5,19,16,10,0.8541666666666666,193.78129638792677,7.933333333333334,96.94415094339627,6.407407407407407,,,15,16.666666666666668,25,32.5,3.6724137931034484,3.5,1,2.5,5,4.5,6.586206896551724,7.7,4,5.5,11,7.5,11.879310344827585,15.3,12,10.25,17,15
12243,8,12,1,,28,32,0.8333333333333334,110.67921440261864,5.702127659574468,203.82791548151158,7.30188679245283,12.60344827586207,10.5,5,4,1,11,2.3448275862068964,3.3,1,1,1,3.5,7.379310344827586,6.7,2,5.4,4,7.25,20.56896551724138,23.3,22,18.571428571428573,22,22.75
12245,6,24,13,65,28,17,0.5416666666666666,103.83093113703956,6.25,270.9309462915601,8.333333333333334,10.775862068965518,11.5,1,8.5,16,12.25,2.2758620689655173,2.2,1,1,1,2.5,7.431034482758621,5,4,8,12,7.25,21.79310344827586,20.2,22,21.2,22,20.75
12247,7,8,6,18,5,5,0.5833333333333334,59.8478260869565,4.925531914893617,276.0974945533768,7.7407407407407405,13.672413793103448,22.5,1,8.5,11,23.5,2.6379310344827585,3.5,1,1,1,3.25,8.948275862068966,12.1,7,10.2,11,12,21.862068965517242,23.1,15,20.166666666666668,24,23
12249,5,9,8,46,17,20,0.8541666666666666,49.110087719298235,4.78125,125.9441049604601,5.611111111111111,14.051724137931034,26.5,1,9.333333333333334,21,26,1.8103448275862069,1.8,1,1,2,2.5,5.224137931034483,5.7,4,4,5,4,13.60344827586207,12.5,11,12,17,12.25
12250,3,8,4,27,,2,0.6041666666666666,91.22617743702074,8.060975609756097,163.6847619047619,7.12962962962963,22.03448275862069,12.1,1,15.5,11,11,3.4482758620689653,4.5,1,2,3,4.5,9,11.8,6,9.8,10,11.75,17.086206896551722,22.4,7,15.5,18,23.5
12251,4,12,6,35,18,13,0.7083333333333334,113.90593129361241,6.833333333333333,136.08270146358666,5.2407407407407405,16.637931034482758,13,,11,16,12.25,3.206896551724138,3.9,1,2.5,4,4.25,7.982758620689655,10.6,5,7,10,12.25,20.689655172413794,23.5,15,21,23,23.25
12252,,15,6,,27,24,0.9791666666666666,147.91201372997716,6.709677419354839,31.69330373658886,4.666666666666667,8.879310344827585,9,1,3.5,16,11,2.2413793103448274,2.2,1,1,1,2.5,4.655172413793103,3.4,4,3,10,5,21.603448275862068,22.5,18,20.5,23,22.5
12253,10,16,9,69,24,24,0.9791666666666666,102.8125,5.947916666666667,53.660377358490564,5.074074074074074,8.931034482758621,7,1,3.5,1,8.5,1.5172413793103448,1.6,1,1,1,2.5,3.0689655172413794,2.6,2,2.6666666666666665,8,2.75,9.344827586206897,20.2,7,7.4,23,21.25
12254,,13,6,,32,16,0.9583333333333334,71.97916666666669,5.479166666666667,336.71296296296293,8.092592592592593,9.741379310344827,7,1,6,16,8.5,2.689655172413793,3.3,1,2,3,3.5,3.6379310344827585,3,1,2.6666666666666665,1,4.5,20.56896551724138,22.7,15,19.833333333333332,22,22.75
12255,10,22,8,63,30,34,0.9375,69.11466965285547,5.031578947368421,338.43873312564915,6.018518518518518,8.931034482758621,9,1,3.5,1,11,2.586206896551724,2.6,2,1.5,1,3,6.672413793103448,3.8,1,4.75,1,11.5,20.551724137931036,14.1,13,20.285714285714285,11,16.5
12256,12,19,9,73,32,37,0.4375,88.22916666666663,5.041666666666667,168.67203184492905,4.648148148148148,11.344827586206897,12.5,10,9.666666666666666,11,11,1.9310344827586208,2.2,1,1,1,2.5,5.258620689655173,4.5,3,3,5,4.5,21.086206896551722,23.8,24,21,22,22.25
12257,11,16,7,74,,23,1,100.25263157894744,5.663157894736842,134.87464387464388,5.981481481481482,10,10.5,1,3.5,11,11,3.0517241379310347,2.6,1,1.5,5,3.25,6.4655172413793105,7.5,4,4,8,7.75,19.5,20.7,17,17.8,23,22
12258,11,21,10,61,26,5,0.8541666666666666,164.3847222222223,7.76595744680851,334.26666666666665,9,10.706896551724139,5.5,1,7.666666666666667,21,13.5,2.2758620689655173,5.7,1,2.5,9,5.75,3.5344827586206895,3.7,1,2.6666666666666665,5,3.5,14.051724137931034,12.7,20,13.666666666666666,14,13.25
12259,4,6,4,13,7,3,0.4166666666666667,97.22907801418438,6.10752688172043,412.2386772106398,8.574074074074074,11.672413793103448,7,6,3.5,1,8.5,2.6379310344827585,3,2,1.5,4,3.5,11.03448275862069,11.7,4,9.6,12,11.5,23.224137931034484,23.5,24,22.25,23,23
12260,9,15,6,50,34,13,0.8333333333333334,94.2185283687943,5.831578947368421,123.99012519837765,5.888888888888889,10.224137931034482,14.5,1,9.333333333333334,31,17.25,2.3448275862068964,1.6,1,1.5,1,3,5.431034482758621,7.1,2,3.5,4,7.5,15.068965517241379,21.6,9,11,23,22.25
12261,9,6,10,62,32,24,0.6041666666666666,60.9326805385557,5.703703703703703,168.97004241781542,7.730769230769231,15.310344827586206,19.5,1,6,16,18.5,2.2758620689655173,1.6,1,1.5,1,2.5,5.793103448275862,9.3,2,3.5,7,9.5,22.189655172413794,19.9,13,20.166666666666668,20,19.5
12262,4,15,6,27,14,7,0.6666666666666666,32.614695340501726,4.451612903225806,189.0244897959185,6.944444444444445,7.551724137931035,9.5,1,1,21,13.5,2.793103448275862,3.4,1,1.5,1,3.25,9.96551724137931,11.3,10,10.5,10,11.25,17.46551724137931,20.5,11,16,17,20.25
12263,10,10,3,30,15,,0.9583333333333334,104.34100274725279,6.705263157894737,196.6515845392929,5.703703703703703,13.810344827586206,21.5,10,8.8,16,21,2.206896551724138,2.2,1,1,1,2.5,3.1551724137931036,2.6,1,2.5,5,3.5,12.706896551724139,16.9,4,14,21,17.5
12264,12,15,10,52,19,32,0.9375,64.72043010752691,5.385416666666667,79.618404390038,6.5,7.206896551724138,11,1,1,16,13.5,2.0689655172413794,3.1,1,1,1,3.5,3.4310344827586206,2.6,2,2,1,3,22.396551724137932,23.7,24,21.6,23,23.5
12266,5,11,9,35,15,22,0.6041666666666666,147.78710644677665,6.588888888888889,270.296048632219,8.037037037037036,8.96551724137931,8,1,3.5,26,11,2.8448275862068964,3.1,1,2,1,3.5,10.10344827586207,6.9,8,10,9,6.75,13.03448275862069,20.9,9,14.333333333333334,16,23
12267,,7,5,28,,21,0.5,64.75554311310191,4.989473684210527,69.67722395292492,4.833333333333333,10.39655172413793,13,1,6,6,17.25,2.1379310344827585,3.1,1,1,2,3,4.844827586206897,3.7,6,3,1,4,,,,,,
12269,3,11,5,15,20,13,0.6041666666666666,,,232.55873190397665,6.622641509433962,13.327586206896552,18.5,1,6,11,18.5,2.706896551724138,2.5,1,1.5,2,3.25,9.948275862068966,12.6,10,10.2,13,12.5,20.24137931034483,23.3,13,20.25,21,23
12270,11,14,9,78,30,32,0.7916666666666666,108.15291091886832,6.170212765957447,163.21558350803627,6.037037037037037,10.224137931034482,6,1,7.666666666666667,31,8.5,2.5172413793103448,2.8,3,2,6,3.25,5.551724137931035,5.1,2,3.6666666666666665,8,5.75,22.82758620689655,23.6,24,22,24,23.5
12271,10,17,12,35,22,19,0.9166666666666666,135.57830551989736,8.505263157894737,172.85563909774442,,7.775862068965517,7,1,1,1,12.25,2.6724137931034484,1.6,1,1.5,1,2.5,5.293103448275862,4.1,4,3,1,4.5,18.25862068965517,19.7,15,15.75,19,19.25
12272,6,14,6,47,19,18,0.9583333333333334,138.94547872340422,6.75,-25.897067065197007,4.055555555555555,10.310344827586206,11.5,11,6,16,12.25,2.0689655172413794,1,1,1.5,1,3,5.724137931034483,3.6,6,3.4,6,3.75,19.79310344827586,22,13,18.166666666666668,23,21.5
12274,4,12,5,42,16,9,0.75,120.49784482758628,7.242105263157895,89.18144947980954,5.462962962962963,13.10344827586207,7,1,9.333333333333334,31,9.75,2.6206896551724137,1.6,2,1.5,1,2.5,8.620689655172415,8.5,10,8.142857142857142,12,9.5,18.53448275862069,23,15,17.833333333333332,24,23.25
12275,8,15,11,45,25,25,0.7708333333333334,97.8528079710145,5.4,48.650997150997114,4.944444444444445,12.89655172413793,15,1,9.333333333333334,16,18.5,3.5517241379310347,4.9,1,3,7,5.75,5.103448275862069,6.4,1,4.333333333333333,12,7,16.413793103448278,6.7,21,22.5,2,13.75
12280,3,15,3,18,,6,0.3541666666666667,113.67518351214005,6.710843373493976,302.12058252427187,7.185185185185185,14.362068965517242,20.5,1,7.666666666666667,11,21,2.586206896551724,3.9,1,1,2,3.25,,,,,,,20.551724137931036,23.3,20,22.25,24,23.25
12282,10,14,7,35,24,21,0.9583333333333334,129.0459224985541,6.90625,44.77777777777783,4.37037037037037,10.431034482758621,9,1,3.5,1,11,2.5689655172413794,4.1,1,1,1,3.75,3.7586206896551726,3.9,1,2.5,6,4.25,10.431034482758621,13.3,9,9.75,13,13.5
12284,13,17,11,33,34,15,0.7291666666666666,74.86458333333331,5.78125,22.106617647058783,6.055555555555555,8.155172413793103,8.5,1,3.5,11,8.5,2.8275862068965516,3.3,1,2,3,3.5,9,9.5,8,8,10,10.5,10.362068965517242,14.1,7,9,13,13.25
12285,6,10,5,16,7,,0.4583333333333333,123.13362169745153,6.063157894736842,85.66705882352937,6.148148148148148,20.24137931034483,17.5,1,9.333333333333334,26,19.75,4.603448275862069,4.7,1,3,8,5.25,8.53448275862069,6.5,3,8.166666666666666,5,9,22.517241379310345,23.1,24,21.8,22,23
12287,10,13,7,54,21,19,0.875,57.57291666666674,4.885416666666667,110.40129280223618,5.925925925925926,8.241379310344827,11,1,3.5,16,13.5,2.2758620689655173,4.5,1,1,5,5,2.3275862068965516,2.2,1,2.5,1,4,15.672413793103448,17.1,9,14.666666666666666,18,17.25
12288,8,13,7,65,22,24,0.9166666666666666,68.83752860411897,5.4,178.48130677847666,5.981481481481482,10.431034482758621,9.5,1,6,1,11,2.5,1.6,1,1,1,2.5,4.775862068965517,4.9,4,3.25,5,4.5,12.5,15.3,11,11.75,17,16.5
12290,6,12,11,72,7,11,0.4791666666666667,111.3422172452407,6.0625,47.644923629829236,4.981481481481482,8.982758620689655,7.5,1,1,16,8.5,4.068965517241379,4.9,1,2.5,1,5.5,2.3793103448275863,3.3,1,1.5,1,3.5,14.431034482758621,22.5,13,15,21,22.5
12291,9,23,13,50,31,37,0.9791666666666666,105.59574468085111,5.24468085106383,95.23663551401864,6.314814814814815,9.275862068965518,8.5,1,3.5,21,9.75,3.7758620689655173,5.9,1,2,4,5.25,3.689655172413793,4.1,1,2.6666666666666665,3,4.25,12.224137931034482,13.3,13,11,9,14
12292,7,13,7,53,20,21,0.7916666666666666,57.67834090365773,4.782608695652174,224.90269042627529,6.425925925925926,13.10344827586207,6,1,6,11,8.5,2.4655172413793105,2.2,1,1.5,2,2.5,4.655172413793103,5.3,4,3.5,9,7.25,7.5344827586206895,10.9,5,4.666666666666667,9,8.5
12293,11,14,10,67,28,17,0.5208333333333334,120.55319148936167,6.021052631578947,197.43351648351643,6.7592592592592595,9.189655172413794,13.5,1,3.5,6,13.5,3.103448275862069,1.6,1,2.6666666666666665,1,2.5,4.224137931034483,4.3,3,3.25,8,5.25,22.310344827586206,23,24,22.5,23,22.75
12294,7,10,6,60,31,11,0.6666666666666666,94.2046398046399,5.96875,355.7904761904763,9.61111111111111,,,1,,,,,,,,,,11.137931034482758,9.9,13,10.4,10,10.25,22.103448275862068,23.8,20,22,24,23.5
12295,7,9,5,32,31,14,0.7916666666666666,108.08098833218946,5.787234042553192,-12.565498652291126,3.9444444444444446,8.793103448275861,7,1,6,6,8.5,3.1379310344827585,4.2,1,1.5,4,3.75,5.362068965517241,5.9,4,4,8,7.5,16.344827586206897,23.3,10,16.2,21,23.25
12296,9,14,5,34,9,14,0.7083333333333334,72.03125,5.697916666666667,222.32075471698124,5.907407407407407,10.172413793103448,11,1,6,6,13.5,1.7241379310344827,1.6,1,1,1,2.5,5.017241379310345,8.5,1,3.6666666666666665,9,8.5,9.327586206896552,8.1,5,7.8,9,7.5
12298,9,15,10,61,14,22,0.7708333333333334,105.4552631578947,6.072916666666667,122.72750362844693,5.944444444444445,12.206896551724139,13.5,1,6,1,16,2.2241379310344827,2.6,1,1.5,1,3,1.8275862068965518,2.2,1,1,1,2.5,7.396551724137931,6.9,2,6,9,7.25
12300,11,13,7,42,16,27,0.8958333333333334,71.3111559139785,5.042105263157895,158.51689320388357,6.796296296296297,11.775862068965518,17.5,1,7.666666666666667,26,17.25,2.2413793103448274,2.3,1,1,5,2.75,6.637931034482759,6.7,8,5,8,6.5,21.948275862068964,19.5,20,22,16,21.25
12301,5,11,6,21,20,26,0.8125,,,259.0807127882599,6.962962962962963,10.60344827586207,4,11,6,1,8.5,2.189655172413793,1,1,1,1,3.5,10.620689655172415,8.9,10,10.166666666666666,9,8.5,11.706896551724139,20.7,10,9.666666666666666,23,21.75
