Subject,TrialProc,Trial,SetSize,Response,Accuracy,CorrectResponse,CorrectRejection,FalseAlarm,Miss,Hit,AdminTime,SessionDate,SessionTime
14000,real,34,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,35,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,36,7,different,0,same,0,1,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,37,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,38,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,39,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,40,7,same,0,different,0,0,1,0,9.399183333333333,09-24-2017,13:16:51
14000,real,41,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,42,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,43,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,44,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,45,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,46,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,47,5,same,0,different,0,0,1,0,9.399183333333333,09-24-2017,13:16:51
14000,real,48,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,49,5,same,0,different,0,0,1,0,9.399183333333333,09-24-2017,13:16:51
14000,real,50,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,51,7,different,0,same,0,1,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,52,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,53,5,same,0,different,0,0,1,0,9.399183333333333,09-24-2017,13:16:51
14000,real,54,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,55,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,56,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,57,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,58,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,59,7,same,0,different,0,0,1,0,9.399183333333333,09-24-2017,13:16:51
14000,real,60,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,61,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,62,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,63,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,64,5,same,0,different,0,0,1,0,9.399183333333333,09-24-2017,13:16:51
14000,real,65,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,66,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,67,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,68,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,69,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,70,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,71,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,72,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,73,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,74,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,75,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,76,5,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,77,5,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,78,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14000,real,79,7,different,1,different,0,0,0,1,9.399183333333333,09-24-2017,13:16:51
14000,real,80,7,same,1,same,1,0,0,0,9.399183333333333,09-24-2017,13:16:51
14001,practice,1,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,practice,2,7,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,practice,3,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,practice,4,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,practice,5,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,practice,6,7,same,0,different,0,0,1,0,7.503116666666667,09-24-2017,13:17:16
14001,real,1,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,2,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,3,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,4,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,5,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,6,7,same,0,different,0,0,1,0,7.503116666666667,09-24-2017,13:17:16
14001,real,7,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,8,5,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,9,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,10,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,11,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,12,7,same,0,different,0,0,1,0,7.503116666666667,09-24-2017,13:17:16
14001,real,13,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,14,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,15,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,16,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,17,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,18,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,19,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,20,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,21,5,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,22,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,23,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,24,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,25,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,26,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,27,5,same,0,different,0,0,1,0,7.503116666666667,09-24-2017,13:17:16
14001,real,28,7,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,29,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,30,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,31,7,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,32,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,33,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,34,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,35,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,36,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,37,7,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,38,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,39,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,40,5,same,0,different,0,0,1,0,7.503116666666667,09-24-2017,13:17:16
14001,real,41,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,42,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,43,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,44,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,45,5,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,46,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,47,7,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,48,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,49,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,50,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,51,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,52,5,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,53,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,54,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,55,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,56,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,57,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,58,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,59,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,60,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,61,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,62,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,63,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,64,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,65,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,66,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,67,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,68,7,different,0,same,0,1,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,69,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,70,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,71,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,72,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,73,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,74,5,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,75,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,76,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,77,5,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14001,real,78,7,same,0,different,0,0,1,0,7.503116666666667,09-24-2017,13:17:16
14001,real,79,7,same,1,same,1,0,0,0,7.503116666666667,09-24-2017,13:17:16
14001,real,80,7,different,1,different,0,0,0,1,7.503116666666667,09-24-2017,13:17:16
14002,practice,1,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,practice,2,7,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,practice,3,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,practice,4,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,practice,5,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,practice,6,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,1,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,2,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,3,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,4,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,5,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,6,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,7,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,8,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,9,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,10,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,11,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,12,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,13,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,14,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,15,7,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,16,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,17,5,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,18,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,19,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,20,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,21,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,22,5,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,23,5,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,24,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,25,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,26,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,27,5,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,28,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,29,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,30,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,31,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,32,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,33,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,34,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,35,7,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,36,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,37,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,38,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,39,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,40,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,41,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,42,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,43,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,44,7,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,45,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,46,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,47,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,48,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,49,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,50,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,51,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,52,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,53,5,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,54,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,55,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,56,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,57,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,58,7,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,59,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,60,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,61,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,62,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,63,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,64,5,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,65,5,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,66,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,67,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,68,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,69,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,70,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,71,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,72,7,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,73,5,same,0,different,0,0,1,0,11.105766666666666,09-27-2017,11:20:13
14002,real,74,7,different,1,different,0,0,0,1,11.105766666666666,09-27-2017,11:20:13
14002,real,75,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,76,5,different,0,same,0,1,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,77,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,78,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,79,7,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14002,real,80,5,same,1,same,1,0,0,0,11.105766666666666,09-27-2017,11:20:13
14003,practice,1,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,practice,2,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,practice,3,7,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,practice,4,5,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,practice,5,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,practice,6,7,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,1,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,2,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,3,5,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,4,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,5,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,6,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,7,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,8,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,9,5,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,10,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,11,7,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,12,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,13,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,14,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,15,5,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,16,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,17,5,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,18,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,19,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,20,7,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,21,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,22,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,23,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,24,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,25,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,26,5,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,27,7,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,28,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,29,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,30,5,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,31,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,32,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,33,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,34,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,35,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,36,5,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,37,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,38,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,39,5,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,40,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,41,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,42,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
14003,real,43,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,44,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,45,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,46,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,47,7,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,48,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,49,5,different,1,different,0,0,0,1,11.5822,10-06-2017,12:16:18
14003,real,50,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,51,7,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,52,7,different,0,same,0,1,0,0,11.5822,10-06-2017,12:16:18
14003,real,53,5,same,1,same,1,0,0,0,11.5822,10-06-2017,12:16:18
14003,real,54,7,same,0,different,0,0,1,0,11.5822,10-06-2017,12:16:18
