"ID";"congruency";"RT";"accuracy"
3;"congruent";343;1
3;"incongruent";325;1
3;"congruent";363;1
3;"congruent";362;1
3;"incongruent";449;1
3;"congruent";522;1
3;"congruent";341;1
3;"congruent";411;1
3;"congruent";411;1
3;"congruent";507;1
3;"incongruent";406;0
3;"congruent";510;1
3;"congruent";512;1
3;"incongruent";411;1
3;"congruent";435;1
3;"congruent";412;1
3;"congruent";356;1
3;"congruent";363;1
3;"incongruent";362;0
3;"congruent";312;1
3;"congruent";374;1
3;"congruent";349;1
3;"congruent";372;1
3;"incongruent";339;0
3;"congruent";433;1
3;"congruent";562;1
3;"congruent";702;1
3;"incongruent";450;1
3;"congruent";455;1
3;"incongruent";432;1
3;"congruent";489;1
3;"congruent";403;1
3;"congruent";467;1
3;"congruent";388;1
3;"congruent";412;1
3;"incongruent";268;1
3;"congruent";400;1
3;"incongruent";272;1
3;"congruent";373;1
3;"congruent";332;1
3;"congruent";378;1
3;"congruent";497;1
3;"congruent";308;1
3;"congruent";409;1
3;"congruent";353;1
3;"incongruent";472;1
3;"congruent";354;1
3;"congruent";408;1
3;"congruent";400;1
3;"congruent";320;1
3;"congruent";286;1
3;"incongruent";499;1
3;"congruent";381;1
3;"incongruent";316;1
3;"congruent";570;1
3;"congruent";286;1
3;"congruent";379;1
3;"congruent";506;1
3;"congruent";332;1
3;"incongruent";490;1
3;"congruent";396;1
3;"incongruent";444;1
3;"congruent";285;1
3;"congruent";338;1
3;"incongruent";576;1
3;"congruent";436;1
3;"congruent";301;1
3;"congruent";242;1
3;"congruent";342;1
3;"congruent";420;1
3;"incongruent";613;1
3;"congruent";394;1
3;"congruent";289;1
3;"incongruent";582;1
3;"congruent";459;1
3;"congruent";387;1
3;"congruent";308;1
3;"incongruent";281;0
3;"congruent";462;1
3;"congruent";368;1
3;"congruent";486;1
3;"congruent";368;1
3;"congruent";352;1
3;"incongruent";526;1
3;"congruent";433;1
3;"incongruent";474;1
3;"congruent";548;1
3;"congruent";375;1
3;"congruent";382;1
3;"congruent";398;1
3;"congruent";389;1
3;"congruent";381;1
3;"incongruent";476;1
3;"congruent";398;1
3;"congruent";350;1
3;"incongruent";468;1
3;"congruent";734;1
3;"congruent";366;1
3;"incongruent";429;1
3;"congruent";613;1
4;"congruent";390;1
4;"congruent";446;1
4;"congruent";487;1
4;"incongruent";618;1
4;"congruent";520;1
4;"congruent";475;1
4;"congruent";613;1
4;"incongruent";506;1
4;"congruent";541;1
4;"congruent";369;1
4;"incongruent";384;1
4;"congruent";479;1
4;"congruent";545;1
4;"incongruent";485;1
4;"congruent";455;1
4;"congruent";393;1
4;"congruent";457;1
4;"congruent";410;1
4;"incongruent";507;1
4;"congruent";597;1
4;"congruent";435;1
4;"congruent";403;1
4;"incongruent";507;1
4;"congruent";518;1
4;"congruent";673;1
4;"incongruent";497;1
4;"congruent";611;1
4;"congruent";553;1
4;"congruent";573;1
4;"incongruent";521;1
4;"congruent";500;1
4;"congruent";511;1
4;"congruent";489;1
4;"congruent";540;1
4;"incongruent";519;1
4;"congruent";523;1
4;"congruent";358;1
4;"congruent";493;1
4;"incongruent";519;1
4;"congruent";514;1
4;"congruent";485;1
4;"incongruent";407;1
4;"congruent";487;1
4;"congruent";505;1
4;"congruent";420;1
4;"congruent";429;1
4;"incongruent";469;1
4;"congruent";551;1
4;"congruent";483;1
4;"congruent";717;1
4;"incongruent";493;1
4;"congruent";503;1
4;"incongruent";490;1
4;"congruent";509;1
4;"congruent";431;1
4;"congruent";504;1
4;"incongruent";411;1
4;"congruent";451;1
4;"congruent";493;1
4;"congruent";455;1
4;"incongruent";473;1
4;"congruent";411;1
4;"congruent";459;1
4;"incongruent";485;1
4;"congruent";447;1
4;"incongruent";424;1
4;"congruent";433;1
4;"congruent";417;1
4;"congruent";498;1
4;"congruent";460;1
4;"incongruent";470;1
4;"congruent";495;1
4;"congruent";434;1
4;"congruent";411;1
4;"congruent";387;1
4;"congruent";403;1
4;"incongruent";395;1
4;"congruent";451;1
4;"incongruent";396;1
4;"congruent";380;1
4;"congruent";459;1
4;"congruent";453;1
4;"congruent";438;1
4;"incongruent";439;1
4;"congruent";408;1
4;"congruent";400;1
4;"congruent";368;1
4;"congruent";479;1
4;"incongruent";465;1
4;"congruent";435;1
4;"incongruent";547;1
4;"congruent";415;1
4;"congruent";447;1
4;"congruent";441;1
4;"congruent";418;1
4;"incongruent";530;1
4;"congruent";445;1
4;"congruent";439;1
4;"incongruent";431;1
4;"congruent";536;1
4;"congruent";428;1
4;"incongruent";469;1
4;"congruent";471;1
4;"congruent";417;1
4;"incongruent";449;1
4;"congruent";562;1
4;"congruent";526;1
4;"congruent";353;1
4;"congruent";400;1
4;"congruent";480;1
4;"incongruent";498;1
4;"congruent";437;1
4;"congruent";405;1
4;"incongruent";421;1
4;"congruent";422;1
4;"congruent";398;1
4;"congruent";422;1
4;"congruent";399;1
4;"incongruent";422;1
4;"congruent";423;1
4;"congruent";471;1
4;"congruent";353;1
4;"congruent";352;1
4;"incongruent";407;1
4;"congruent";319;1
4;"congruent";373;1
4;"congruent";412;1
4;"incongruent";421;0
4;"congruent";733;1
4;"incongruent";437;1
4;"congruent";470;1
4;"congruent";432;1
4;"congruent";424;1
4;"congruent";385;1
4;"congruent";361;1
4;"incongruent";432;1
4;"congruent";457;1
4;"incongruent";474;1
4;"congruent";403;1
4;"congruent";380;1
4;"congruent";428;1
4;"congruent";373;1
4;"congruent";492;1
4;"congruent";390;1
4;"congruent";510;1
4;"incongruent";376;0
4;"congruent";480;1
4;"congruent";450;1
4;"congruent";459;1
4;"congruent";476;1
4;"congruent";574;1
4;"incongruent";475;1
4;"congruent";493;1
4;"incongruent";503;1
4;"congruent";394;1
4;"congruent";418;1
4;"congruent";378;1
4;"congruent";370;1
4;"congruent";377;1
4;"incongruent";409;1
4;"congruent";393;1
4;"incongruent";489;1
4;"congruent";412;1
4;"congruent";308;1
4;"incongruent";434;1
4;"congruent";538;1
4;"congruent";406;1
4;"congruent";518;1
4;"congruent";425;1
4;"congruent";337;1
4;"incongruent";488;1
4;"congruent";491;1
4;"congruent";333;1
4;"incongruent";468;1
4;"congruent";421;1
4;"congruent";430;1
4;"congruent";414;1
4;"incongruent";503;1
4;"congruent";434;1
4;"congruent";458;1
4;"congruent";372;1
4;"congruent";427;1
4;"congruent";396;1
4;"incongruent";364;0
4;"congruent";563;1
4;"incongruent";503;1
4;"congruent";490;1
4;"congruent";372;1
4;"congruent";420;1
4;"congruent";372;1
4;"congruent";483;1
4;"congruent";461;1
4;"incongruent";511;1
4;"congruent";514;1
4;"congruent";452;1
4;"incongruent";438;1
4;"congruent";510;1
4;"congruent";425;1
4;"incongruent";506;1
4;"congruent";437;1
5;"congruent";667;1
5;"congruent";458;1
5;"congruent";620;1
5;"incongruent";513;1
5;"congruent";524;1
5;"congruent";464;1
5;"congruent";497;1
5;"incongruent";523;1
5;"congruent";511;1
5;"congruent";441;1
5;"incongruent";555;1
5;"congruent";375;1
5;"congruent";422;1
5;"incongruent";502;1
5;"congruent";465;1
5;"congruent";379;1
5;"congruent";402;1
5;"congruent";401;1
5;"incongruent";450;1
5;"congruent";467;1
5;"congruent";421;1
5;"congruent";437;1
5;"incongruent";558;1
5;"congruent";458;1
5;"congruent";372;1
5;"incongruent";427;1
5;"congruent";468;1
5;"congruent";429;1
5;"congruent";342;1
5;"incongruent";429;0
5;"congruent";429;1
5;"congruent";438;1
5;"congruent";439;1
5;"congruent";520;1
5;"incongruent";475;1
5;"congruent";485;1
5;"congruent";383;1
5;"congruent";479;1
5;"incongruent";449;0
5;"congruent";546;1
5;"congruent";414;1
5;"incongruent";486;1
5;"congruent";448;1
5;"congruent";457;1
5;"congruent";379;1
5;"congruent";426;1
5;"incongruent";563;1
5;"congruent";383;1
5;"congruent";399;1
5;"congruent";383;1
5;"incongruent";454;1
5;"congruent";455;1
5;"incongruent";504;1
5;"congruent";355;1
5;"congruent";378;1
5;"congruent";386;1
5;"incongruent";481;1
5;"congruent";363;1
5;"congruent";387;1
5;"congruent";362;1
5;"incongruent";409;0
5;"congruent";850;1
5;"congruent";438;1
5;"incongruent";446;0
5;"congruent";543;1
5;"incongruent";555;1
5;"congruent";487;1
5;"congruent";385;1
5;"congruent";625;1
5;"congruent";406;1
5;"incongruent";558;1
5;"congruent";450;1
5;"congruent";395;1
5;"congruent";443;1
5;"congruent";461;1
5;"congruent";494;1
5;"incongruent";529;1
5;"congruent";412;1
5;"incongruent";492;0
5;"congruent";567;1
5;"congruent";395;1
5;"congruent";579;1
5;"congruent";479;1
5;"incongruent";585;1
5;"congruent";518;1
5;"congruent";385;1
5;"congruent";401;1
5;"congruent";473;1
5;"incongruent";451;1
5;"congruent";500;1
5;"incongruent";583;1
5;"congruent";555;1
5;"congruent";455;1
5;"congruent";489;1
5;"congruent";355;1
5;"incongruent";602;1
5;"congruent";327;1
5;"congruent";565;1
5;"incongruent";657;1
5;"congruent";552;1
5;"congruent";388;1
5;"incongruent";635;1
5;"congruent";333;1
5;"congruent";520;1
5;"incongruent";627;1
5;"congruent";528;1
5;"congruent";436;1
5;"congruent";436;1
5;"congruent";357;1
5;"congruent";460;1
5;"incongruent";358;0
5;"congruent";508;1
5;"congruent";455;1
5;"incongruent";832;1
5;"congruent";492;1
5;"congruent";494;1
5;"congruent";433;1
5;"congruent";409;1
5;"incongruent";426;1
5;"congruent";490;1
5;"congruent";437;1
5;"congruent";390;1
5;"congruent";429;1
5;"incongruent";446;1
5;"congruent";671;1
5;"congruent";478;1
5;"congruent";480;1
5;"incongruent";506;1
5;"congruent";349;1
5;"incongruent";444;1
5;"congruent";517;1
5;"congruent";512;1
5;"congruent";411;1
5;"congruent";339;1
5;"congruent";354;1
5;"incongruent";384;1
5;"congruent";400;1
5;"incongruent";488;1
5;"congruent";882;1
5;"congruent";383;1
5;"congruent";390;1
5;"congruent";350;1
5;"congruent";477;1
5;"congruent";543;1
5;"congruent";386;1
5;"incongruent";481;1
5;"congruent";324;1
5;"congruent";370;1
5;"congruent";361;1
5;"congruent";408;1
5;"congruent";344;1
5;"incongruent";406;0
5;"congruent";462;1
5;"incongruent";376;0
5;"congruent";543;1
5;"congruent";531;1
5;"congruent";606;1
5;"congruent";419;1
5;"congruent";420;1
5;"incongruent";492;1
5;"congruent";447;1
5;"incongruent";592;1
5;"congruent";453;1
5;"congruent";446;1
5;"incongruent";543;1
5;"congruent";563;1
5;"congruent";375;1
5;"congruent";462;1
5;"congruent";440;1
5;"congruent";368;1
5;"incongruent";480;1
5;"congruent";505;1
5;"congruent";340;1
5;"incongruent";539;1
5;"congruent";550;1
5;"congruent";410;1
5;"congruent";363;1
5;"incongruent";458;1
5;"congruent";484;1
5;"congruent";318;1
5;"congruent";419;1
5;"congruent";412;1
5;"congruent";364;1
5;"incongruent";340;0
5;"congruent";354;1
5;"incongruent";1649;1
5;"congruent";513;1
5;"congruent";398;1
5;"congruent";412;1
5;"congruent";412;1
5;"congruent";532;1
5;"congruent";408;1
5;"incongruent";568;1
5;"congruent";516;1
5;"congruent";343;1
5;"incongruent";613;1
5;"congruent";483;1
5;"congruent";437;1
5;"incongruent";350;0
5;"congruent";340;1
6;"congruent";383;1
6;"congruent";392;1
6;"congruent";528;1
6;"incongruent";387;1
6;"congruent";339;1
6;"congruent";529;1
6;"congruent";508;1
6;"incongruent";607;1
6;"congruent";604;1
6;"congruent";449;1
6;"incongruent";483;1
6;"congruent";365;1
6;"congruent";380;1
6;"incongruent";443;1
6;"congruent";428;1
6;"congruent";365;1
6;"congruent";693;1
6;"congruent";364;1
6;"incongruent";555;1
6;"congruent";471;1
6;"congruent";289;1
6;"congruent";542;1
6;"incongruent";514;1
6;"congruent";469;1
6;"congruent";486;1
6;"incongruent";472;1
6;"congruent";403;1
6;"congruent";338;1
6;"congruent";321;1
6;"incongruent";271;0
6;"congruent";492;1
6;"congruent";342;1
6;"congruent";429;1
6;"congruent";445;1
6;"incongruent";615;1
6;"congruent";332;1
6;"congruent";306;1
6;"congruent";384;1
6;"incongruent";432;1
6;"congruent";305;1
6;"congruent";358;1
6;"incongruent";317;0
6;"congruent";539;1
6;"congruent";302;1
6;"congruent";340;1
6;"congruent";402;1
6;"incongruent";531;1
6;"congruent";334;1
6;"congruent";460;1
6;"congruent";582;1
6;"incongruent";602;1
6;"congruent";280;0
6;"incongruent";956;1
6;"congruent";419;1
6;"congruent";267;1
6;"congruent";312;1
6;"incongruent";517;1
6;"congruent";800;1
6;"congruent";346;1
6;"congruent";321;1
6;"incongruent";263;0
6;"congruent";452;1
6;"congruent";380;1
6;"incongruent";428;1
6;"congruent";493;1
6;"incongruent";360;0
6;"congruent";550;1
6;"congruent";386;1
6;"congruent";1090;1
6;"congruent";420;1
6;"incongruent";548;1
6;"congruent";488;1
6;"congruent";258;1
6;"congruent";358;1
6;"congruent";397;1
6;"congruent";269;1
6;"incongruent";402;1
6;"congruent";394;1
6;"incongruent";546;1
6;"congruent";414;1
6;"congruent";406;1
6;"congruent";318;1
6;"congruent";420;1
6;"incongruent";428;0
6;"congruent";453;1
6;"congruent";358;1
6;"congruent";381;1
6;"congruent";253;1
6;"incongruent";561;1
6;"congruent";510;1
6;"incongruent";272;1
6;"congruent";493;1
6;"congruent";304;1
6;"congruent";333;1
6;"congruent";404;1
6;"incongruent";292;1
6;"congruent";497;1
6;"congruent";315;1
6;"incongruent";273;1
6;"congruent";422;1
6;"congruent";342;1
6;"incongruent";573;1
6;"congruent";361;1
6;"congruent";376;1
6;"incongruent";479;1
6;"congruent";345;1
6;"congruent";368;1
6;"congruent";287;1
6;"congruent";388;1
6;"congruent";420;1
6;"incongruent";452;1
6;"congruent";333;1
6;"congruent";364;1
6;"incongruent";299;0
6;"congruent";608;1
6;"congruent";333;1
6;"congruent";364;1
6;"congruent";259;1
6;"incongruent";567;1
6;"congruent";412;1
6;"congruent";412;1
6;"congruent";436;0
6;"congruent";390;1
6;"incongruent";349;0
6;"congruent";540;1
6;"congruent";472;1
6;"congruent";313;1
6;"incongruent";551;1
6;"congruent";387;1
6;"incongruent";515;1
6;"congruent";502;1
6;"congruent";368;1
6;"congruent";319;1
6;"congruent";349;1
6;"congruent";340;1
6;"incongruent";298;0
6;"congruent";504;1
6;"incongruent";322;0
6;"congruent";664;1
6;"congruent";391;1
6;"congruent";327;1
6;"congruent";269;1
6;"congruent";353;1
6;"congruent";496;1
6;"congruent";211;1
6;"incongruent";550;1
6;"congruent";354;1
6;"congruent";377;1
6;"congruent";304;1
6;"congruent";422;1
6;"congruent";278;1
6;"incongruent";387;1
6;"congruent";410;1
6;"incongruent";259;0
6;"congruent";647;1
6;"congruent";302;1
6;"congruent";427;1
6;"congruent";396;1
6;"congruent";364;1
6;"incongruent";491;1
6;"congruent";254;1
6;"incongruent";442;1
6;"congruent";259;0
6;"congruent";520;1
6;"incongruent";483;1
6;"congruent";525;1
6;"congruent";320;1
6;"congruent";502;1
6;"congruent";336;1
6;"congruent";391;1
6;"incongruent";566;1
6;"congruent";435;1
6;"congruent";516;1
6;"incongruent";358;0
6;"congruent";389;1
6;"congruent";309;1
6;"congruent";418;1
6;"incongruent";515;1
6;"congruent";453;1
6;"congruent";399;1
6;"congruent";383;1
6;"congruent";286;1
6;"congruent";387;1
6;"incongruent";243;0
6;"congruent";535;1
6;"incongruent";571;1
6;"congruent";527;1
6;"congruent";330;1
6;"congruent";296;1
6;"congruent";421;1
6;"congruent";334;1
6;"congruent";404;1
6;"incongruent";588;1
6;"congruent";601;1
6;"congruent";398;1
6;"incongruent";334;0
6;"congruent";349;1
6;"congruent";491;1
6;"incongruent";526;1
6;"congruent";513;1
7;"congruent";410;1
7;"congruent";363;1
7;"congruent";298;1
7;"incongruent";319;1
7;"congruent";365;1
7;"congruent";445;1
7;"congruent";358;1
7;"incongruent";805;1
7;"congruent";391;1
7;"congruent";415;1
7;"incongruent";399;1
7;"congruent";319;1
7;"congruent";445;1
7;"incongruent";350;0
7;"congruent";413;1
7;"congruent";397;1
7;"congruent";373;1
7;"congruent";325;1
7;"incongruent";459;1
7;"congruent";404;1
7;"congruent";340;1
7;"congruent";803;1
7;"incongruent";437;1
7;"congruent";310;1
7;"congruent";363;1
7;"incongruent";427;1
7;"congruent";459;1
7;"congruent";325;1
7;"congruent";347;1
7;"incongruent";338;0
7;"congruent";352;1
7;"congruent";335;1
7;"congruent";341;1
7;"congruent";452;1
7;"incongruent";325;1
7;"congruent";307;1
7;"congruent";369;1
7;"congruent";376;1
7;"incongruent";303;0
7;"congruent";339;1
