*BaseSeed:1001,Group:3
1450,3,2
*CHUNK,SEED:1005,GROUP:B
1451,4,9
1452,7,12
1453,6,11
1454,2,7
1455,8,13
1456,5,10
1457,3,8
1458,6,11
1459,5,10
1460,1,0
1461,7,12
1462,1,0
1463,7,12
1464,6,11
1465,8,13
1466,1,0
1467,5,10
1468,4,9
1469,8,13
1470,2,7
1471,6,11
1472,6,11
1473,5,10
1474,3,8
1475,4,9
1476,2,7
1477,3,8
1478,3,8
1479,2,7
1480,4,9
*BREAK*
*CHUNK,GROUP:B
1481,5,10
1482,5,10
1483,1,0
1484,5,10
1485,4,9
1486,2,7
1487,8,13
1488,6,11
1489,7,12
1490,4,9
1491,6,11
1492,3,8
1493,3,8
1494,6,11
1495,7,12
1496,4,9
1497,7,12
1498,7,12
1499,2,7
1500,7,12
1501,4,9
1502,3,8
1503,2,7
1504,1,0
1505,8,13
1506,8,13
1507,3,8
1508,8,13
1509,5,10
1510,2,7
*CHUNK,SEED:1003,GROUP:B
1511,6,11
1512,8,13
1513,6,11
1514,8,13
1515,1,0
1516,7,12
1517,1,0
1518,4,9
1519,7,12
1520,3,8
1521,3,8
1522,3,8
1523,5,10
1524,6,11
1525,2,7
1526,2,7
1527,3,8
1528,1,0
1529,2,7
1530,8,13
1531,5,10
1532,5,10
1533,5,10
1534,7,12
1535,3,8
1536,6,11
1537,2,7
1538,8,13
1539,1,0
1540,1,0
*BREAK*
*CHUNK,GROUP:B
1541,1,0
1542,2,7
1543,6,11
1544,3,8
1545,2,7
1546,8,13
1547,8,13
1548,5,10
1549,4,9
1550,2,7
1551,8,13
1552,4,9
1553,2,7
1554,4,9
1555,3,8
1556,1,0
1557,4,9
1558,8,13
1559,7,12
1560,4,9
1561,2,7
1562,4,9
1563,3,8
1564,2,7
1565,4,9
1566,5,10
1567,7,12
1568,3,8
1569,2,7
1570,7,12
*CHUNK,SEED:1008,GROUP:A
1571,1,0
1572,2,1
1573,2,1
1574,1,0
1575,1,0
1576,6,5
1577,5,4
1578,8,13
1579,6,5
1580,4,3
1581,1,0
1582,7,6
1583,1,0
1584,2,1
1585,5,4
1586,7,6
1587,3,2
1588,6,5
1589,5,4
1590,2,1
1591,8,13
1592,3,2
1593,4,3
1594,1,0
1595,8,13
1596,5,4
1597,3,2
1598,7,6
1599,4,3
1600,1,0
*BREAK*
*CHUNK,GROUP:A
1601,2,1
1602,7,6
1603,6,5
1604,3,2
1605,4,3
1606,8,13
1607,4,3
1608,3,2
1609,7,6
1610,3,2
1611,6,5
1612,3,2
1613,4,3
1614,6,5
1615,1,0
1616,1,0
1617,7,6
1618,2,1
1619,7,6
1620,1,0
1621,5,4
1622,2,1
1623,4,3
1624,8,13
1625,6,5
1626,8,13
1627,2,1
1628,7,6
1629,3,2
1630,6,5
*CHUNK,SEED:1009,GROUP:A
1631,8,13
1632,6,5
1633,6,5
1634,6,5
1635,4,3
1636,1,0
1637,5,4
1638,1,0
1639,1,0
1640,7,6
1641,8,13
1642,6,5
1643,2,1
1644,6,5
1645,4,3
1646,6,5
1647,8,13
1648,4,3
1649,4,3
1650,8,13
1651,1,0
1652,7,6
1653,3,2
1654,4,3
1655,4,3
1656,4,3
1657,3,2
1658,8,13
1659,4,3
1660,3,2
*BREAK*
*CHUNK,GROUP:A
1661,4,3
1662,5,4
1663,7,6
1664,8,13
1665,1,0
1666,5,4
1667,8,13
1668,7,6
1669,4,3
1670,8,13
1671,1,0
1672,3,2
1673,4,3
1674,3,2
1675,7,6
1676,2,1
1677,5,4
1678,5,4
1679,8,13
1680,6,5
1681,6,5
1682,1,0
1683,8,13
1684,7,6
1685,8,13
1686,6,5
1687,4,3
1688,2,1
1689,5,4
1690,7,6
*CHUNK,SEED:1004,GROUP:B
1691,5,10
1692,4,9
1693,2,7
1694,5,10
1695,4,9
1696,2,7
1697,2,7
1698,5,10
1699,2,7
1700,6,11
1701,1,0
1702,2,7
1703,6,11
1704,2,7
1705,1,0
1706,1,0
1707,8,13
1708,7,12
1709,1,0
1710,5,10
1711,6,11
1712,1,0
1713,5,10
1714,1,0
1715,7,12
1716,4,9
1717,2,7
1718,2,7
1719,2,7
1720,3,8
*BREAK*
*CHUNK,GROUP:B
1721,3,8
1722,8,13
1723,8,13
1724,8,13
1725,7,12
1726,5,10
1727,4,9
1728,2,7
1729,1,0
1730,7,12
1731,3,8
1732,3,8
1733,2,7
1734,1,0
1735,1,0
1736,3,8
1737,2,7
1738,3,8
1739,1,0
1740,2,7
1741,3,8
1742,4,9
1743,7,12
1744,2,7
1745,6,11
1746,2,7
1747,1,0
1748,6,11
1749,4,9
1750,1,0
*CHUNK,SEED:1005,GROUP:B
1751,4,9
1752,7,12
1753,6,11
1754,2,7
1755,8,13
1756,5,10
1757,3,8
1758,6,11
1759,5,10
1760,1,0
1761,7,12
1762,1,0
1763,7,12
1764,6,11
1765,8,13
1766,1,0
1767,5,10
1768,4,9
1769,8,13
1770,2,7
1771,6,11
1772,6,11
1773,5,10
1774,3,8
1775,4,9
1776,2,7
1777,3,8
1778,3,8
1779,2,7
1780,4,9
*BREAK*
*CHUNK,GROUP:B
1781,5,10
1782,5,10
1783,1,0
1784,5,10
1785,4,9
1786,2,7
1787,8,13
1788,6,11
1789,7,12
1790,4,9
1791,6,11
1792,3,8
1793,3,8
1794,6,11
1795,7,12
1796,4,9
1797,7,12
1798,7,12
1799,2,7
1800,7,12
1801,4,9
1802,3,8
1803,2,7
1804,1,0
1805,8,13
1806,8,13
1807,3,8
1808,8,13
1809,5,10
1810,2,7
*CHUNK,SEED:1006,GROUP:A
1811,3,2
1812,3,2
1813,2,1
1814,7,6
1815,3,2
1816,8,13
1817,3,2
1818,7,6
1819,8,13
1820,5,4
1821,5,4
1822,8,13
1823,8,13
1824,2,1
1825,7,6
1826,8,13
1827,2,1
1828,2,1
1829,7,6
1830,8,13
1831,7,6
1832,2,1
1833,4,3
1834,5,4
1835,8,13
1836,1,0
1837,3,2
1838,4,3
1839,3,2
1840,6,5
*BREAK*
*CHUNK,GROUP:A
1841,6,5
1842,3,2
1843,3,2
1844,2,1
1845,2,1
1846,6,5
1847,4,3
1848,2,1
1849,4,3
1850,1,0
1851,8,13
1852,3,2
1853,3,2
1854,3,2
1855,5,4
1856,6,5
1857,4,3
1858,3,2
1859,4,3
1860,5,4
1861,4,3
1862,3,2
1863,6,5
1864,1,0
1865,2,1
1866,5,4
1867,6,5
1868,3,2
1869,7,6
1870,3,2
*CHUNK,SEED:1007,GROUP:A
1871,2,1
1872,7,6
1873,6,5
1874,4,3
1875,6,5
1876,3,2
1877,4,3
1878,8,13
1879,3,2
1880,8,13
1881,3,2
1882,8,13
1883,8,13
1884,6,5
1885,6,5
1886,8,13
1887,7,6
1888,8,13
1889,6,5
1890,5,4
1891,8,13
1892,6,5
1893,4,3
1894,7,6
1895,4,3
1896,7,6
1897,3,2
1898,6,5
1899,3,2
1900,8,13
*BREAK*
*CHUNK,GROUP:A
1901,8,13
1902,1,0
1903,4,3
1904,6,5
1905,7,6
1906,3,2
1907,8,13
1908,6,5
1909,2,1
1910,6,5
1911,3,2
1912,3,2
1913,4,3
1914,8,13
1915,3,2
1916,7,6
1917,2,1
1918,6,5
1919,5,4
1920,3,2
1921,5,4
1922,2,1
1923,1,0
1924,8,13
1925,4,3
1926,3,2
1927,8,13
1928,5,4
1929,1,0
1930,5,4
*CHUNK,SEED:1002,GROUP:B
1931,7,12
1932,4,9
1933,2,7
1934,3,8
1935,6,11
1936,4,9
1937,8,13
1938,4,9
1939,5,10
1940,7,12
1941,4,9
1942,4,9
1943,5,10
1944,2,7
1945,3,8
1946,2,7
1947,6,11
1948,3,8
1949,3,8
1950,3,8
1951,5,10
1952,8,13
1953,6,11
1954,4,9
1955,7,12
1956,7,12
1957,2,7
1958,7,12
1959,1,0
1960,7,12
*BREAK*
*CHUNK,GROUP:B
1961,8,13
1962,4,9
1963,5,10
1964,6,11
1965,4,9
1966,3,8
1967,4,9
1968,1,0
1969,6,11
1970,5,10
1971,5,10
1972,4,9
1973,1,0
1974,7,12
1975,5,10
1976,8,13
1977,7,12
1978,4,9
1979,6,11
1980,6,11
1981,2,7
1982,5,10
1983,8,13
1984,3,8
1985,2,7
1986,7,12
1987,5,10
1988,1,0
1989,8,13
1990,6,11
